item,age_PC1,age_PC2,age_PC3,n_known_age,age_mode,prop_mode,n_mode,0_6,07_17,18_30,31_50,51_65,66_80,81+,no age,image,multiple,word_czech,word_english,grammatical_gender,animacy,language,version,pos,item_ID,source
Egypt,-0.3169845245763972,0.20759043722519296,-0.9885095175645835,37,no age,0.43243243243243246,1,0.007722007722007721,0.03474903474903475,0.17889317889317888,0.15186615186615185,0.08429858429858429,0.06177606177606177,0.048262548262548256,0.43243243243243246,NA,NA,Egypt,Egypt,m,i,cz,words,noun,word_439,sociolex
Ema,1.866886282146962,1.0892497885894188,0.5832162614314811,32,no age,0.28125,1,0.12797619047619047,0.26339285714285715,0.23214285714285712,0.023809523809523808,0.013392857142857142,0.044642857142857144,0.013392857142857142,0.28125,NA,NA,Ema,Emma,f,a,cz,words,noun,word_453,sociolex
Estonsko,0.4159688410480034,0.07873519603786455,-1.5076265524379417,36,no age,0.4722222222222222,1,0.0496031746031746,0.04265873015873015,0.17691798941798942,0.16302910052910055,0.0658068783068783,0.007936507936507936,0.021825396825396824,0.4722222222222222,NA,NA,Estonsko,Estonia,n,i,cz,words,noun,word_465,sociolex
Evropa,0.17203371836569936,0.03695924718735522,-0.46552562621390986,51,no age,0.37254901960784315,1,0.014005602240896357,0.04014939309056956,0.25975723622782443,0.16171802054154996,0.03753501400560223,0.02773109243697479,0.08655462184873951,0.37254901960784315,NA,NA,Evropa,Europe,f,i,cz,words,noun,word_468,sociolex
Evropan,0.10251324270555544,-1.9579430156708761,-0.4349341565916657,34,31-50,0.4103641456582633,1,0.008403361344537815,0.03291316526610644,0.24859943977591037,0.4103641456582633,0.047619047619047616,0.008403361344537815,0.008403361344537815,0.23529411764705882,NA,NA,Evropan,European person (male),m,a,cz,words,noun,word_469,sociolex
Evropanka,0.6258163145739166,-0.8297068193593161,0.18000827566169345,44,18-30,0.33225108225108224,1,0.029220779220779213,0.07088744588744587,0.33225108225108224,0.2186147186147186,0.033008658008658,0.033008658008658,0.033008658008658,0.25,NA,NA,Evropanka,European person (female),f,a,cz,words,noun,word_470,sociolex
Filip,1.4806598692372341,0.5596849999293637,-0.8323133439003735,51,no age,0.45098039215686275,1,0.047619047619047616,0.15056022408963587,0.25840336134453784,0.04271708683473389,0.03291316526610644,0.008403361344537815,0.008403361344537815,0.45098039215686275,NA,NA,Filip,Filip,m,a,cz,words,noun,word_502,sociolex
Finsko,0.5969152654404991,-0.8431753273750341,-1.2525671383857246,29,no age,0.41379310344827586,1,0.0049261083743842365,0.0451559934318555,0.24055829228243022,0.257799671592775,0.027914614121510674,0.0049261083743842365,0.0049261083743842365,0.41379310344827586,NA,NA,Finsko,Finland,n,i,cz,words,noun,word_506,sociolex
Francie,0.7836395582718285,0.2060807864028329,-1.7010997060167634,32,no age,0.53125,1,0.013392857142857142,0.06026785714285714,0.2113095238095238,0.1331845238095238,0.023809523809523808,0.013392857142857142,0.013392857142857142,0.53125,NA,NA,Francie,France,f,i,cz,words,noun,word_519,sociolex
Francouz,0.0545489453125066,-0.3234309575008995,-1.4999957857139619,37,no age,0.4594594594594595,1,0.011583011583011582,0.0250965250965251,0.18140283140283142,0.20842985842985845,0.0732947232947233,0.023745173745173744,0.016988416988416986,0.4594594594594595,NA,NA,Francouz,French person (male),m,a,cz,words,noun,word_520,sociolex
