item,age_PC1,age_PC2,age_PC3,n_known_age,age_mode,prop_mode,n_mode,0_6,07_17,18_30,31_50,51_65,66_80,81+,no age,image,multiple,word_czech,word_english,grammatical_gender,animacy,language,version,pos,item_ID,source
běženec,0.5459183429301856,-1.300526792961546,-0.11616943953027345,28,18-30,0.3196428571428571,1,0.02797619047619047,0.06964285714285713,0.3196428571428571,0.21845238095238093,0.1142857142857143,0,0,0.25,NA,NA,běženec,refugee (male),m,a,cz,words,noun,word_117,sociolex
běženkyně,1.4063769080959265,-1.7980647150543374,0.684777136665243,37,18-30,0.44009009009009004,1,0.005405405405405406,0.11576576576576576,0.44009009009009004,0.26441441441441443,0.012162162162162163,0,0,0.16216216216216217,NA,NA,běženkyně,refugee (female),f,a,cz,words,noun,word_118,sociolex
běžet,2.2865961801532597,0.057906071912975324,1.1693778454900234,49,18-30,0.31088435374149664,1,0.11700680272108843,0.2904761904761905,0.31088435374149664,0.09319727891156464,0.021768707482993196,0.003401360544217687,0,0.16326530612244897,NA,NA,běžet,to run,NA,NA,cz,words,verb,word_119,sociolex
běžkování,-0.5676074894076665,-2.0425376966267015,0.35423307461647635,31,31-50,0.33010752688172046,1,0,0.08010752688172043,0.23333333333333334,0.33010752688172046,0.2064516129032258,0.020967741935483872,0,0.12903225806451613,NA,NA,běžkování,cross-country skiing,n,i,cz,words,noun,word_120,sociolex
břicho,-0.614947813595904,0.7740076039827977,-1.2583472619216205,34,no age,0.4411764705882353,1,0.09558823529411764,0.031862745098039214,0.08333333333333334,0.07107843137254902,0.20098039215686272,0.0392156862745098,0.03676470588235294,0.4411764705882353,NA,NA,břicho,belly,n,i,cz,words,noun,word_175,sociolex
bříza,-0.5254670936700546,0.4161641445665115,-1.2820139015026535,46,no age,0.45652173913043476,1,0.024844720496894408,0.046583850931677016,0.09006211180124223,0.18788819875776397,0.07919254658385093,0.07919254658385093,0.03571428571428571,0.45652173913043476,NA,NA,bříza,birch,f,i,cz,words,noun,word_178,sociolex
bůh,-3.9551289666681,2.555039086541873,1.8093801103352247,37,81+,0.2802445302445302,1,0.007722007722007721,0.007722007722007721,0.007722007722007721,0.0415057915057915,0.19916344916344916,0.26673101673101673,0.2802445302445302,0.1891891891891892,NA,NA,bůh,god,m,a,cz,words,noun,word_195,sociolex
celebrita,0.6959531022018546,-1.769858018617276,0.08770307571848927,51,18-30,0.3830532212885154,1,0.010504201680672268,0.043183940242763764,0.3830532212885154,0.28501400560224094,0.051353874883286646,0.0056022408963585435,0.0056022408963585435,0.21568627450980393,NA,NA,celebrita,celebrity,a,a,cz,words,noun,word_215,sociolex
celer,-0.7911982665986995,1.27900121050717,-1.3009050504421014,34,no age,0.5,1,0.04201680672268907,0.03711484593837534,0.06848739495798319,0.07093837535014005,0.1297619047619048,0.06603641456582633,0.08564425770308123,0.5,NA,NA,celer,celery,m,i,cz,words,noun,word_216,sociolex
centralismus,-1.2557315457363698,-0.44900014532852023,-1.0187543325494144,40,no age,0.375,1,0,0,0.10833333333333335,0.25833333333333336,0.14166666666666666,0.09583333333333334,0.020833333333333332,0.375,NA,NA,centralismus,centralism,m,i,cz,words,noun,word_218,sociolex
centrum,0.6355193465964247,-1.8521676120237762,-0.6360567549154096,31,31-50,0.35752688172043007,1,0,0.018817204301075266,0.3252688172043011,0.35752688172043007,0.008064516129032258,0,0,0.2903225806451613,NA,NA,centrum,centre,n,i,cz,words,noun,word_219,sociolex
cesta,0.13818000545404216,-0.19613042107221398,-1.023400420392861,37,no age,0.40540540540540543,1,0.028571428571428567,0.055598455598455596,0.1884813384813385,0.1884813384813385,0.08037323037323038,0.02992277992277992,0.02316602316602316,0.40540540540540543,NA,NA,cesta,way,f,i,cz,words,noun,word_239,sociolex
chalupa,-3.69007917130171,0.004941392972047703,1.3758766225834436,55,51-65,0.43216450216450203,1,0.020346320346320345,0.04216450216450217,0.02913419913419913,0.12913419913419913,0.43216450216450203,0.20792207792207795,0.06640692640692641,0.07272727272727272,NA,NA,chalupa,cottage,f,i,cz,words,noun,word_243,sociolex
chameleon,1.4862433404628468,0.5579498237915255,-0.7889174018059403,42,no age,0.38095238095238093,1,0.15476190476190477,0.13888888888888887,0.16865079365079363,0.14484126984126983,0.005952380952380952,0.005952380952380952,0,0.38095238095238093,PICTURE_269,1,chameleon,chameleon,m,a,cz,words,noun,image_130,multipic
chamtivost,-0.7072469270350618,-0.5582895379317792,-0.49878862870126073,51,no age,0.3137254901960784,1,0.00980392156862745,0.03594771241830065,0.16078431372549018,0.26372549019607844,0.10686274509803922,0.06437908496732025,0.04477124183006536,0.3137254901960784,NA,NA,chamtivost,greed,f,i,cz,words,noun,word_244,sociolex
chaotická,1.7151274507216951,0.7905413771916323,1.1523377192738227,30,07-17,0.35753968253968255,1,0.024206349206349207,0.35753968253968255,0.21587301587301588,0.07142857142857142,0.0047619047619047615,0.04642857142857142,0.04642857142857142,0.23333333333333334,NA,NA,chaotická,chaotic,f,NA,cz,words,adjective,word_245,sociolex
chaotický,1.868443881211022,0.3971093075889213,0.6918127489767837,36,07-17,0.27480158730158727,1,0.07341269841269842,0.27480158730158727,0.2664682539682539,0.07202380952380953,0.030357142857142853,0.009523809523809525,0.02341269841269841,0.25,NA,NA,chaotický,chaotic,m,NA,cz,words,adjective,word_246,sociolex
