item,image,multiple,word_czech,word_english,grammatical_gender,animacy,language,version,pos,item_ID,source
PICTURE_172,PICTURE_172,1,papoušek,parrot,m,a,cz,colour,noun,image_59,multipic
PICTURE_189,PICTURE_189,1,krokodýl,crocodile,m,a,cz,colour,noun,image_69,multipic
PICTURE_019,PICTURE_019,1,krocan,turkey (animal),m,a,cz,colour,noun,image_70,multipic
PICTURE_193,PICTURE_193,1,medúza,jellyfish,f,a,cz,colour,noun,image_74,multipic
PICTURE_220,PICTURE_220,1,racek,seagull,m,a,cz,colour,noun,image_90,multipic
PICTURE_232,PICTURE_232,1,lama,llama,f,a,cz,colour,noun,image_100,multipic
PICTURE_236,PICTURE_236,1,žirafa,giraffe,f,a,cz,colour,noun,image_104,multipic
PICTURE_252,PICTURE_252,1,ještěrka,lizard,f,a,cz,colour,noun,image_117,multipic
PICTURE_269,PICTURE_269,1,chameleon,chameleon,m,a,cz,colour,noun,image_130,multipic
PICTURE_271,PICTURE_271,1,králík,rabbit,m,a,cz,colour,noun,image_132,multipic
PICTURE_282,PICTURE_282,1,nosorožec,rhino,m,a,cz,colour,noun,image_139,multipic
PICTURE_293,PICTURE_293,1,dinosaurus,dinosaur,m,a,cz,colour,noun,image_149,multipic
PICTURE_299,PICTURE_299,1,pštros,ostrich,m,a,cz,colour,noun,image_153,multipic
PICTURE_323,PICTURE_323,1,sova,owl,f,a,cz,colour,noun,image_171,multipic
PICTURE_324,PICTURE_324,1,ryba,fish dish,f,a,cz,colour,noun,image_172,multipic
PICTURE_330,PICTURE_330,1,krokodýl,crocodile,m,a,cz,colour,noun,image_175,multipic
PICTURE_351,PICTURE_351,1,motýl,butterfly,m,a,cz,colour,noun,image_190,multipic
PICTURE_354,PICTURE_354,1,koza,goat,f,a,cz,colour,noun,image_192,multipic
PICTURE_361,PICTURE_361,1,delfín,dolphin,m,a,cz,colour,noun,image_196,multipic
PICTURE_365,PICTURE_365,1,ježek,hedgehog,m,a,cz,colour,noun,image_199,multipic
PICTURE_370,PICTURE_370,1,štír,scorpion,m,a,cz,colour,noun,image_203,multipic
PICTURE_378,PICTURE_378,1,rak,lobster,m,a,cz,colour,noun,image_206,multipic
PICTURE_379,PICTURE_379,1,zebra,zebra,f,a,cz,colour,noun,image_207,multipic
PICTURE_038,PICTURE_038,1,pavouk,spider,m,a,cz,colour,noun,image_208,multipic
PICTURE_380,PICTURE_380,1,gorila,gorilla,f,a,cz,colour,noun,image_209,multipic
PICTURE_404,PICTURE_404,1,vážka,dragonfly,f,a,cz,colour,noun,image_224,multipic
PICTURE_428,PICTURE_428,1,krab,crab,m,a,cz,colour,noun,image_242,multipic
PICTURE_430,PICTURE_430,1,pták,bird,m,a,cz,colour,noun,image_244,multipic
PICTURE_446,PICTURE_446,1,prase,pig,n,a,cz,colour,noun,image_252,multipic
PICTURE_454,PICTURE_454,1,slepice,chicken,f,a,cz,colour,noun,image_259,multipic
PICTURE_462,PICTURE_462,1,moucha,fly (insect),f,a,cz,colour,noun,image_266,multipic
PICTURE_479,PICTURE_479,1,klokan,kangaroo,m,a,cz,colour,noun,image_278,multipic
PICTURE_484,PICTURE_484,1,veverka,squirrel,f,a,cz,colour,noun,image_282,multipic
PICTURE_493,PICTURE_493,1,skunk,skunk,m,a,cz,colour,noun,image_287,multipic
PICTURE_521,PICTURE_521,1,liška,fox,f,a,cz,colour,noun,image_308,multipic
PICTURE_528,PICTURE_528,1,labuť,swan,f,a,cz,colour,noun,image_311,multipic
PICTURE_529,PICTURE_529,1,mrož,walrus,m,a,cz,colour,noun,image_312,multipic
PICTURE_531,PICTURE_531,1,želva,turtle,f,a,cz,colour,noun,image_315,multipic
PICTURE_533,PICTURE_533,1,žralok,shark,m,a,cz,colour,noun,image_317,multipic
PICTURE_547,PICTURE_547,1,netopýr,bat (animal),m,a,cz,colour,noun,image_327,multipic
PICTURE_549,PICTURE_549,1,had,snake,m,a,cz,colour,noun,image_328,multipic
PICTURE_557,PICTURE_557,1,vlk,wolf,m,a,cz,colour,noun,image_334,multipic
PICTURE_561,PICTURE_561,1,housenka,caterpillar,f,a,cz,colour,noun,image_339,multipic
PICTURE_563,PICTURE_563,1,sup,vulture,m,a,cz,colour,noun,image_341,multipic
PICTURE_579,PICTURE_579,1,slon,elephant,m,a,cz,colour,noun,image_356,multipic
PICTURE_584,PICTURE_584,1,ropucha,toad,f,a,cz,colour,noun,image_359,multipic
PICTURE_585,PICTURE_585,1,mravenec,ant,m,a,cz,colour,noun,image_360,multipic
PICTURE_601,PICTURE_601,1,koala,koala,f,a,cz,colour,noun,image_373,multipic
PICTURE_606,PICTURE_606,1,kočka,cat,f,a,cz,colour,noun,image_376,multipic
PICTURE_612,PICTURE_612,1,žába,frog,f,a,cz,colour,noun,image_383,multipic
PICTURE_062,PICTURE_062,1,vosa,wasp,f,a,cz,colour,noun,image_388,multipic
PICTURE_624,PICTURE_624,1,osel,donkey,m,a,cz,colour,noun,image_391,multipic
PICTURE_637,PICTURE_637,1,medvěd,bear,m,a,cz,colour,noun,image_400,multipic
PICTURE_662,PICTURE_662,1,pelikán,pelican,m,a,cz,colour,noun,image_416,multipic
PICTURE_672,PICTURE_672,1,včela,bee,f,a,cz,colour,noun,image_423,multipic
PICTURE_682,PICTURE_682,1,tučňák,penguin,m,a,cz,colour,noun,image_432,multipic
PICTURE_707,PICTURE_707,1,pes,dog,m,a,cz,colour,noun,image_450,multipic
PICTURE_708,PICTURE_708,1,šimpanz,monkey,m,a,cz,colour,noun,image_451,multipic
PICTURE_724,PICTURE_724,1,velryba,whale,f,a,cz,colour,noun,image_461,multipic
PICTURE_077,PICTURE_077,1,velbloud,camel,m,a,cz,colour,noun,image_480,multipic
PICTURE_092,PICTURE_092,1,tuleň,seal (animal),m,a,cz,colour,noun,image_496,multipic
PICTURE_098,PICTURE_098,1,tygr,tiger,m,a,cz,colour,noun,image_499,multipic
PICTURE_001,PICTURE_001,1,myš,mouse,f,a,cz,gray,noun,image_1,multipic
PICTURE_111,PICTURE_111,1,drak,dragon,m,a,cz,gray,noun,image_12,multipic
PICTURE_115,PICTURE_115,1,hroch,hippo,m,a,cz,gray,noun,image_16,multipic
PICTURE_117,PICTURE_117,1,kůň,horse,m,a,cz,gray,noun,image_18,multipic
PICTURE_137,PICTURE_137,1,krysa,rat,f,a,cz,gray,noun,image_30,multipic
PICTURE_152,PICTURE_152,1,šnek,snail,m,a,cz,gray,noun,image_43,multipic
PICTURE_172,PICTURE_172,1,papoušek,parrot,m,a,cz,gray,noun,image_59,multipic
PICTURE_189,PICTURE_189,1,krokodýl,crocodile,m,a,cz,gray,noun,image_69,multipic
PICTURE_019,PICTURE_019,1,krocan,turkey (animal),m,a,cz,gray,noun,image_70,multipic
PICTURE_193,PICTURE_193,1,medúza,jellyfish,f,a,cz,gray,noun,image_74,multipic
PICTURE_220,PICTURE_220,1,racek,seagull,m,a,cz,gray,noun,image_90,multipic
PICTURE_232,PICTURE_232,1,lama,llama,f,a,cz,gray,noun,image_100,multipic
PICTURE_236,PICTURE_236,1,žirafa,giraffe,f,a,cz,gray,noun,image_104,multipic
PICTURE_252,PICTURE_252,1,ještěrka,lizard,f,a,cz,gray,noun,image_117,multipic
PICTURE_269,PICTURE_269,1,chameleon,chameleon,m,a,cz,gray,noun,image_130,multipic
PICTURE_271,PICTURE_271,1,králík,rabbit,m,a,cz,gray,noun,image_132,multipic
PICTURE_282,PICTURE_282,1,nosorožec,rhino,m,a,cz,gray,noun,image_139,multipic
PICTURE_293,PICTURE_293,1,dinosaurus,dinosaur,m,a,cz,gray,noun,image_149,multipic
PICTURE_299,PICTURE_299,1,pštros,ostrich,m,a,cz,gray,noun,image_153,multipic
PICTURE_323,PICTURE_323,1,sova,owl,f,a,cz,gray,noun,image_171,multipic
PICTURE_324,PICTURE_324,1,ryba,fish dish,f,a,cz,gray,noun,image_172,multipic
PICTURE_330,PICTURE_330,1,krokodýl,crocodile,m,a,cz,gray,noun,image_175,multipic
PICTURE_351,PICTURE_351,1,motýl,butterfly,m,a,cz,gray,noun,image_190,multipic
PICTURE_354,PICTURE_354,1,koza,goat,f,a,cz,gray,noun,image_192,multipic
PICTURE_361,PICTURE_361,1,delfín,dolphin,m,a,cz,gray,noun,image_196,multipic
PICTURE_365,PICTURE_365,1,ježek,hedgehog,m,a,cz,gray,noun,image_199,multipic
PICTURE_370,PICTURE_370,1,štír,scorpion,m,a,cz,gray,noun,image_203,multipic
PICTURE_378,PICTURE_378,1,rak,lobster,m,a,cz,gray,noun,image_206,multipic
PICTURE_379,PICTURE_379,1,zebra,zebra,f,a,cz,gray,noun,image_207,multipic
PICTURE_038,PICTURE_038,1,pavouk,spider,m,a,cz,gray,noun,image_208,multipic
PICTURE_380,PICTURE_380,1,gorila,gorilla,f,a,cz,gray,noun,image_209,multipic
PICTURE_404,PICTURE_404,1,vážka,dragonfly,f,a,cz,gray,noun,image_224,multipic
PICTURE_428,PICTURE_428,1,krab,crab,m,a,cz,gray,noun,image_242,multipic
PICTURE_430,PICTURE_430,1,pták,bird,m,a,cz,gray,noun,image_244,multipic
PICTURE_446,PICTURE_446,1,prase,pig,n,a,cz,gray,noun,image_252,multipic
PICTURE_454,PICTURE_454,1,slepice,chicken,f,a,cz,gray,noun,image_259,multipic
PICTURE_462,PICTURE_462,1,moucha,fly (insect),f,a,cz,gray,noun,image_266,multipic
PICTURE_479,PICTURE_479,1,klokan,kangaroo,m,a,cz,gray,noun,image_278,multipic
PICTURE_484,PICTURE_484,1,veverka,squirrel,f,a,cz,gray,noun,image_282,multipic
PICTURE_493,PICTURE_493,1,skunk,skunk,m,a,cz,gray,noun,image_287,multipic
PICTURE_521,PICTURE_521,1,liška,fox,f,a,cz,gray,noun,image_308,multipic
PICTURE_528,PICTURE_528,1,labuť,swan,f,a,cz,gray,noun,image_311,multipic
PICTURE_529,PICTURE_529,1,mrož,walrus,m,a,cz,gray,noun,image_312,multipic
PICTURE_531,PICTURE_531,1,želva,turtle,f,a,cz,gray,noun,image_315,multipic
PICTURE_533,PICTURE_533,1,žralok,shark,m,a,cz,gray,noun,image_317,multipic
PICTURE_547,PICTURE_547,1,netopýr,bat (animal),m,a,cz,gray,noun,image_327,multipic
PICTURE_549,PICTURE_549,1,had,snake,m,a,cz,gray,noun,image_328,multipic
PICTURE_557,PICTURE_557,1,vlk,wolf,m,a,cz,gray,noun,image_334,multipic
PICTURE_561,PICTURE_561,1,housenka,caterpillar,f,a,cz,gray,noun,image_339,multipic
PICTURE_563,PICTURE_563,1,sup,vulture,m,a,cz,gray,noun,image_341,multipic
PICTURE_579,PICTURE_579,1,slon,elephant,m,a,cz,gray,noun,image_356,multipic
PICTURE_584,PICTURE_584,1,ropucha,toad,f,a,cz,gray,noun,image_359,multipic
PICTURE_585,PICTURE_585,1,mravenec,ant,m,a,cz,gray,noun,image_360,multipic
PICTURE_601,PICTURE_601,1,koala,koala,f,a,cz,gray,noun,image_373,multipic
PICTURE_606,PICTURE_606,1,kočka,cat,f,a,cz,gray,noun,image_376,multipic
PICTURE_612,PICTURE_612,1,žába,frog,f,a,cz,gray,noun,image_383,multipic
PICTURE_062,PICTURE_062,1,vosa,wasp,f,a,cz,gray,noun,image_388,multipic
PICTURE_624,PICTURE_624,1,osel,donkey,m,a,cz,gray,noun,image_391,multipic
PICTURE_637,PICTURE_637,1,medvěd,bear,m,a,cz,gray,noun,image_400,multipic
PICTURE_662,PICTURE_662,1,pelikán,pelican,m,a,cz,gray,noun,image_416,multipic
PICTURE_672,PICTURE_672,1,včela,bee,f,a,cz,gray,noun,image_423,multipic
PICTURE_682,PICTURE_682,1,tučňák,penguin,m,a,cz,gray,noun,image_432,multipic
PICTURE_707,PICTURE_707,1,pes,dog,m,a,cz,gray,noun,image_450,multipic
PICTURE_708,PICTURE_708,1,šimpanz,monkey,m,a,cz,gray,noun,image_451,multipic
PICTURE_724,PICTURE_724,1,velryba,whale,f,a,cz,gray,noun,image_461,multipic
PICTURE_077,PICTURE_077,1,velbloud,camel,m,a,cz,gray,noun,image_480,multipic
PICTURE_092,PICTURE_092,1,tuleň,seal (animal),m,a,cz,gray,noun,image_496,multipic
PICTURE_098,PICTURE_098,1,tygr,tiger,m,a,cz,gray,noun,image_499,multipic
jelen,PICTURE_105,1,jelen,deer,m,a,cz,words,noun,image_6,multipic
lev,PICTURE_015,1,lev,lion,m,a,cz,words,noun,image_41,multipic
kráva,PICTURE_319,1,kráva,cow,f,a,cz,words,noun,image_168,multipic
kachna,PICTURE_400,1,kachna,duck (animal),f,a,cz,words,noun,image_223,multipic
býk,PICTURE_570,1,býk,bull,m,a,cz,words,noun,image_348,multipic
ovce,PICTURE_636,1,ovce,sheep,f,a,cz,words,noun,image_399,multipic
PICTURE_105,PICTURE_105,1,jelen,deer,m,a,cz,colour,noun,image_6,multipic
PICTURE_015,PICTURE_015,1,lev,lion,m,a,cz,colour,noun,image_41,multipic
PICTURE_319,PICTURE_319,1,kráva,cow,f,a,cz,colour,noun,image_168,multipic
PICTURE_400,PICTURE_400,1,kachna,duck (animal),f,a,cz,colour,noun,image_223,multipic
PICTURE_570,PICTURE_570,1,býk,bull,m,a,cz,colour,noun,image_348,multipic
PICTURE_636,PICTURE_636,1,ovce,sheep,f,a,cz,colour,noun,image_399,multipic
PICTURE_105,PICTURE_105,1,jelen,deer,m,a,cz,gray,noun,image_6,multipic
PICTURE_015,PICTURE_015,1,lev,lion,m,a,cz,gray,noun,image_41,multipic
PICTURE_319,PICTURE_319,1,kráva,cow,f,a,cz,gray,noun,image_168,multipic
PICTURE_400,PICTURE_400,1,kachna,duck (animal),f,a,cz,gray,noun,image_223,multipic
PICTURE_570,PICTURE_570,1,býk,bull,m,a,cz,gray,noun,image_348,multipic
PICTURE_636,PICTURE_636,1,ovce,sheep,f,a,cz,gray,noun,image_399,multipic
nos,PICTURE_100,1,nos,nose,m,i,cz,words,noun,image_2,multipic
vlasy,PICTURE_102,1,vlasy,hair,!,i,cz,words,noun,image_4,multipic
plíce,PICTURE_112,1,plíce,lung,!,i,cz,words,noun,image_13,multipic
rána,PICTURE_118,1,rána,cut (wound),f,i,cz,words,noun,image_19,multipic
vousy,PICTURE_159,1,vousy,beard,!,i,cz,words,noun,image_48,multipic
záda,PICTURE_169,1,záda,back (body part),!,i,cz,words,noun,image_56,multipic
kostra,PICTURE_020,1,kostra,skeleton,f,i,cz,words,noun,image_78,multipic
kotník,PICTURE_205,1,kotník,ankle,m,i,cz,words,noun,image_81,multipic
jizva,PICTURE_207,1,jizva,scar,f,i,cz,words,noun,image_82,multipic
bradavka,PICTURE_210,1,bradavka,nipple,f,i,cz,words,noun,image_86,multipic
koleno,PICTURE_222,1,koleno,knee,n,i,cz,words,noun,image_92,multipic
prso,PICTURE_231,1,prso,chest,n,i,cz,words,noun,image_99,multipic
kost,PICTURE_024,1,kost,bone,f,i,cz,words,noun,image_107,multipic
oko,PICTURE_241,1,oko,eye,n,i,cz,words,noun,image_109,multipic
mozek,PICTURE_247,1,mozek,brain,m,i,cz,words,noun,image_114,multipic
ruka,PICTURE_264,1,ruka,hand,f,i,cz,words,noun,image_125,multipic
nehet,PICTURE_289,1,nehet,nail (finger),m,i,cz,words,noun,image_144,multipic
ucho,PICTURE_035,1,ucho,ear,n,i,cz,words,noun,image_188,multipic
ukazováček,PICTURE_408,1,ukazováček,finger,m,i,cz,words,noun,image_227,multipic
pěst,PICTURE_411,1,pěst,fist,f,i,cz,words,noun,image_230,multipic
palec,PICTURE_438,1,palec,thumb,m,i,cz,words,noun,image_248,multipic
chodidlo,PICTURE_455,1,chodidlo,foot,n,i,cz,words,noun,image_260,multipic
paže,PICTURE_473,1,paže,arm,f,i,cz,words,noun,image_274,multipic
knír,PICTURE_494,1,knír,moustache,m,i,cz,words,noun,image_288,multipic
rameno,PICTURE_005,1,rameno,shoulder,n,i,cz,words,noun,image_292,multipic
jazyk,PICTURE_503,1,jazyk,tongue,m,i,cz,words,noun,image_296,multipic
obličej,PICTURE_510,1,obličej,face,m,i,cz,words,noun,image_302,multipic
rty,PICTURE_513,1,rty,lips,!,i,cz,words,noun,image_303,multipic
loket,PICTURE_056,1,loket,elbow,m,i,cz,words,noun,image_337,multipic
zub,PICTURE_569,1,zub,tooth,m,i,cz,words,noun,image_346,multipic
obočí,PICTURE_578,1,obočí,eyebrow,n,i,cz,words,noun,image_355,multipic
brada,PICTURE_006,1,brada,chin,f,i,cz,words,noun,image_372,multipic
pupínek,PICTURE_700,1,pupínek,spot (pimple),m,i,cz,words,noun,image_447,multipic
vrásky,PICTURE_701,1,vrásky,wrinkles (skin),!,i,cz,words,noun,image_448,multipic
noha,PICTURE_008,1,noha,leg,f,i,cz,words,noun,image_483,multipic
srdce,PICTURE_083,1,srdce,heart,n,i,cz,words,noun,image_487,multipic
ústa,PICTURE_091,1,ústa,mouth,!,i,cz,words,noun,image_495,multipic
PICTURE_100,PICTURE_100,1,nos,nose,m,i,cz,colour,noun,image_2,multipic
PICTURE_102,PICTURE_102,1,vlasy,hair,!,i,cz,colour,noun,image_4,multipic
PICTURE_112,PICTURE_112,1,plíce,lung,!,i,cz,colour,noun,image_13,multipic
PICTURE_118,PICTURE_118,1,rána,cut (wound),f,i,cz,colour,noun,image_19,multipic
PICTURE_159,PICTURE_159,1,vousy,beard,!,i,cz,colour,noun,image_48,multipic
PICTURE_169,PICTURE_169,1,záda,back (body part),!,i,cz,colour,noun,image_56,multipic
PICTURE_020,PICTURE_020,1,kostra,skeleton,f,i,cz,colour,noun,image_78,multipic
PICTURE_205,PICTURE_205,1,kotník,ankle,m,i,cz,colour,noun,image_81,multipic
PICTURE_207,PICTURE_207,1,jizva,scar,f,i,cz,colour,noun,image_82,multipic
PICTURE_210,PICTURE_210,1,bradavka,nipple,f,i,cz,colour,noun,image_86,multipic
PICTURE_222,PICTURE_222,1,koleno,knee,n,i,cz,colour,noun,image_92,multipic
PICTURE_231,PICTURE_231,1,prso,chest,n,i,cz,colour,noun,image_99,multipic
PICTURE_024,PICTURE_024,1,kost,bone,f,i,cz,colour,noun,image_107,multipic
PICTURE_241,PICTURE_241,1,oko,eye,n,i,cz,colour,noun,image_109,multipic
PICTURE_247,PICTURE_247,1,mozek,brain,m,i,cz,colour,noun,image_114,multipic
PICTURE_264,PICTURE_264,1,ruka,hand,f,i,cz,colour,noun,image_125,multipic
PICTURE_289,PICTURE_289,1,nehet,nail (finger),m,i,cz,colour,noun,image_144,multipic
PICTURE_035,PICTURE_035,1,ucho,ear,n,i,cz,colour,noun,image_188,multipic
PICTURE_408,PICTURE_408,1,ukazováček,finger,m,i,cz,colour,noun,image_227,multipic
PICTURE_411,PICTURE_411,1,pěst,fist,f,i,cz,colour,noun,image_230,multipic
PICTURE_438,PICTURE_438,1,palec,thumb,m,i,cz,colour,noun,image_248,multipic
PICTURE_455,PICTURE_455,1,chodidlo,foot,n,i,cz,colour,noun,image_260,multipic
PICTURE_473,PICTURE_473,1,paže,arm,f,i,cz,colour,noun,image_274,multipic
PICTURE_494,PICTURE_494,1,knír,moustache,m,i,cz,colour,noun,image_288,multipic
PICTURE_005,PICTURE_005,1,rameno,shoulder,n,i,cz,colour,noun,image_292,multipic
PICTURE_503,PICTURE_503,1,jazyk,tongue,m,i,cz,colour,noun,image_296,multipic
PICTURE_510,PICTURE_510,1,obličej,face,m,i,cz,colour,noun,image_302,multipic
PICTURE_513,PICTURE_513,1,rty,lips,!,i,cz,colour,noun,image_303,multipic
PICTURE_056,PICTURE_056,1,loket,elbow,m,i,cz,colour,noun,image_337,multipic
PICTURE_569,PICTURE_569,1,zub,tooth,m,i,cz,colour,noun,image_346,multipic
PICTURE_578,PICTURE_578,1,obočí,eyebrow,n,i,cz,colour,noun,image_355,multipic
PICTURE_006,PICTURE_006,1,brada,chin,f,i,cz,colour,noun,image_372,multipic
PICTURE_700,PICTURE_700,1,pupínek,spot (pimple),m,i,cz,colour,noun,image_447,multipic
PICTURE_701,PICTURE_701,1,vrásky,wrinkles (skin),!,i,cz,colour,noun,image_448,multipic
PICTURE_008,PICTURE_008,1,noha,leg,f,i,cz,colour,noun,image_483,multipic
PICTURE_083,PICTURE_083,1,srdce,heart,n,i,cz,colour,noun,image_487,multipic
PICTURE_091,PICTURE_091,1,ústa,mouth,!,i,cz,colour,noun,image_495,multipic
PICTURE_100,PICTURE_100,1,nos,nose,m,i,cz,gray,noun,image_2,multipic
PICTURE_102,PICTURE_102,1,vlasy,hair,!,i,cz,gray,noun,image_4,multipic
PICTURE_112,PICTURE_112,1,plíce,lung,!,i,cz,gray,noun,image_13,multipic
PICTURE_118,PICTURE_118,1,rána,cut (wound),f,i,cz,gray,noun,image_19,multipic
PICTURE_159,PICTURE_159,1,vousy,beard,!,i,cz,gray,noun,image_48,multipic
PICTURE_169,PICTURE_169,1,záda,back (body part),!,i,cz,gray,noun,image_56,multipic
PICTURE_020,PICTURE_020,1,kostra,skeleton,f,i,cz,gray,noun,image_78,multipic
PICTURE_205,PICTURE_205,1,kotník,ankle,m,i,cz,gray,noun,image_81,multipic
PICTURE_207,PICTURE_207,1,jizva,scar,f,i,cz,gray,noun,image_82,multipic
PICTURE_210,PICTURE_210,1,bradavka,nipple,f,i,cz,gray,noun,image_86,multipic
PICTURE_222,PICTURE_222,1,koleno,knee,n,i,cz,gray,noun,image_92,multipic
PICTURE_231,PICTURE_231,1,prso,chest,n,i,cz,gray,noun,image_99,multipic
PICTURE_024,PICTURE_024,1,kost,bone,f,i,cz,gray,noun,image_107,multipic
PICTURE_241,PICTURE_241,1,oko,eye,n,i,cz,gray,noun,image_109,multipic
PICTURE_247,PICTURE_247,1,mozek,brain,m,i,cz,gray,noun,image_114,multipic
PICTURE_264,PICTURE_264,1,ruka,hand,f,i,cz,gray,noun,image_125,multipic
PICTURE_289,PICTURE_289,1,nehet,nail (finger),m,i,cz,gray,noun,image_144,multipic
PICTURE_035,PICTURE_035,1,ucho,ear,n,i,cz,gray,noun,image_188,multipic
PICTURE_408,PICTURE_408,1,ukazováček,finger,m,i,cz,gray,noun,image_227,multipic
PICTURE_411,PICTURE_411,1,pěst,fist,f,i,cz,gray,noun,image_230,multipic
PICTURE_438,PICTURE_438,1,palec,thumb,m,i,cz,gray,noun,image_248,multipic
PICTURE_455,PICTURE_455,1,chodidlo,foot,n,i,cz,gray,noun,image_260,multipic
PICTURE_473,PICTURE_473,1,paže,arm,f,i,cz,gray,noun,image_274,multipic
PICTURE_494,PICTURE_494,1,knír,moustache,m,i,cz,gray,noun,image_288,multipic
PICTURE_005,PICTURE_005,1,rameno,shoulder,n,i,cz,gray,noun,image_292,multipic
PICTURE_503,PICTURE_503,1,jazyk,tongue,m,i,cz,gray,noun,image_296,multipic
PICTURE_510,PICTURE_510,1,obličej,face,m,i,cz,gray,noun,image_302,multipic
PICTURE_513,PICTURE_513,1,rty,lips,!,i,cz,gray,noun,image_303,multipic
PICTURE_056,PICTURE_056,1,loket,elbow,m,i,cz,gray,noun,image_337,multipic
PICTURE_569,PICTURE_569,1,zub,tooth,m,i,cz,gray,noun,image_346,multipic
PICTURE_578,PICTURE_578,1,obočí,eyebrow,n,i,cz,gray,noun,image_355,multipic
PICTURE_006,PICTURE_006,1,brada,chin,f,i,cz,gray,noun,image_372,multipic
PICTURE_700,PICTURE_700,1,pupínek,spot (pimple),m,i,cz,gray,noun,image_447,multipic
PICTURE_701,PICTURE_701,1,vrásky,wrinkles (skin),!,i,cz,gray,noun,image_448,multipic
PICTURE_008,PICTURE_008,1,noha,leg,f,i,cz,gray,noun,image_483,multipic
PICTURE_083,PICTURE_083,1,srdce,heart,n,i,cz,gray,noun,image_487,multipic
PICTURE_091,PICTURE_091,1,ústa,mouth,!,i,cz,gray,noun,image_495,multipic
župan,PICTURE_014,1,župan,dressing gown,m,i,cz,words,noun,image_33,multipic
kravata,PICTURE_161,1,kravata,tie (clothing),f,i,cz,words,noun,image_51,multipic
pásek,PICTURE_165,1,pásek,belt,m,i,cz,words,noun,image_54,multipic
tkanička,PICTURE_167,1,tkanička,lace (shoes),f,i,cz,words,noun,image_55,multipic
sukně,PICTURE_199,1,sukně,skirt,f,i,cz,words,noun,image_77,multipic
zip,PICTURE_223,1,zip,zip,m,i,cz,words,noun,image_93,multipic
podpatek,PICTURE_266,1,podpatek,heel (shoe),m,i,cz,words,noun,image_127,multipic
plášť,PICTURE_275,1,plášť,cape,m,i,cz,words,noun,image_134,multipic
paruka,PICTURE_277,1,paruka,wig,f,i,cz,words,noun,image_135,multipic
koruna,PICTURE_032,1,koruna,crown,f,i,cz,words,noun,image_169,multipic
helma,PICTURE_327,1,helma,helmet,f,i,cz,words,noun,image_174,multipic
podprsenka,PICTURE_331,1,podprsenka,bra,f,i,cz,words,noun,image_176,multipic
tričko,PICTURE_353,1,tričko,T-shirt,n,i,cz,words,noun,image_191,multipic
kabelka,PICTURE_388,1,kabelka,bag,f,i,cz,words,noun,image_214,multipic
kapsa,PICTURE_039,1,kapsa,pocket,f,i,cz,words,noun,image_215,multipic
ponožka,PICTURE_416,1,ponožka,sock,f,i,cz,words,noun,image_234,multipic
rukavice,PICTURE_431,1,rukavice,glove,f,i,cz,words,noun,image_245,multipic
hodinky,PICTURE_452,1,hodinky,watch (time),!,i,cz,words,noun,image_257,multipic
zástěra,PICTURE_476,1,zástěra,apron,f,i,cz,words,noun,image_275,multipic
taška,PICTURE_053,1,taška,bag,f,i,cz,words,noun,image_313,multipic
bota,PICTURE_541,1,bota,shoe,f,i,cz,words,noun,image_323,multipic
kalhotky,PICTURE_545,1,kalhotky,knickers,!,i,cz,words,noun,image_325,multipic
náramek,PICTURE_588,1,náramek,bracelet,m,i,cz,words,noun,image_363,multipic
svetr,PICTURE_607,1,svetr,jumper (clothes),m,i,cz,words,noun,image_377,multipic
šála,PICTURE_628,1,šála,scarf,f,i,cz,words,noun,image_395,multipic
knoflík,PICTURE_064,1,knoflík,button,m,i,cz,words,noun,image_401,multipic
kabát,PICTURE_644,1,kabát,coat,m,i,cz,words,noun,image_403,multipic
kšandy,PICTURE_671,1,kšandy,braces (clothing),!,i,cz,words,noun,image_422,multipic
košile,PICTURE_687,1,košile,shirt,f,i,cz,words,noun,image_434,multipic
klobouk,PICTURE_690,1,klobouk,hat,m,i,cz,words,noun,image_437,multipic
náušnice,PICTURE_698,1,náušnice,earring,f,i,cz,words,noun,image_443,multipic
kalhoty,PICTURE_718,1,kalhoty,trousers,!,i,cz,words,noun,image_458,multipic
brýle,PICTURE_733,1,brýle,glasses (eyes),!,i,cz,words,noun,image_468,multipic
maska,PICTURE_084,1,maska,mask,f,i,cz,words,noun,image_488,multipic
PICTURE_014,PICTURE_014,1,župan,dressing gown,m,i,cz,colour,noun,image_33,multipic
PICTURE_161,PICTURE_161,1,kravata,tie (clothing),f,i,cz,colour,noun,image_51,multipic
PICTURE_165,PICTURE_165,1,pásek,belt,m,i,cz,colour,noun,image_54,multipic
PICTURE_167,PICTURE_167,1,tkanička,lace (shoes),f,i,cz,colour,noun,image_55,multipic
PICTURE_199,PICTURE_199,1,sukně,skirt,f,i,cz,colour,noun,image_77,multipic
PICTURE_223,PICTURE_223,1,zip,zip,m,i,cz,colour,noun,image_93,multipic
PICTURE_266,PICTURE_266,1,podpatek,heel (shoe),m,i,cz,colour,noun,image_127,multipic
PICTURE_275,PICTURE_275,1,plášť,cape,m,i,cz,colour,noun,image_134,multipic
PICTURE_277,PICTURE_277,1,paruka,wig,f,i,cz,colour,noun,image_135,multipic
PICTURE_032,PICTURE_032,1,koruna,crown,f,i,cz,colour,noun,image_169,multipic
PICTURE_327,PICTURE_327,1,helma,helmet,f,i,cz,colour,noun,image_174,multipic
