item,image,multiple,word_czech,word_english,semantic_category,grammatical_gender,animacy,language,version,pos,item_ID,role_noun,animal_person,source,pos_category
PICTURE_587,PICTURE_587,1,kukuřice,corn,food,f,i,cz,colour,noun,image_362,0,0,multipic,NA
PICTURE_592,PICTURE_592,1,salát,salad,food,m,i,cz,colour,noun,image_366,0,0,multipic,NA
PICTURE_593,PICTURE_593,1,čokoláda,chocolate,food,f,i,cz,colour,noun,image_367,0,0,multipic,NA
PICTURE_610,PICTURE_610,1,med,honey (food),food,m,i,cz,colour,noun,image_381,0,0,multipic,NA
PICTURE_616,PICTURE_616,1,sušenka,biscuit,food,f,i,cz,colour,noun,image_385,0,0,multipic,NA
PICTURE_627,PICTURE_627,1,párek,sausage,food,m,i,cz,colour,noun,image_394,0,0,multipic,NA
PICTURE_651,PICTURE_651,1,polévka,soup,food,f,i,cz,colour,noun,image_407,0,0,multipic,NA
PICTURE_666,PICTURE_666,1,káva,coffee,food,f,i,cz,colour,noun,image_418,0,0,multipic,NA
PICTURE_668,PICTURE_668,1,kuře,chicken,food,n,a,cz,colour,noun,image_419,0,0,multipic,NA
PICTURE_069,PICTURE_069,1,banán,banana,food,m,i,cz,colour,noun,image_436,0,0,multipic,NA
PICTURE_692,PICTURE_692,1,třešeň,cherry,food,f,i,cz,colour,noun,image_439,0,0,multipic,NA
PICTURE_697,PICTURE_697,1,broskev,peach,food,f,i,cz,colour,noun,image_442,0,0,multipic,NA
PICTURE_072,PICTURE_072,1,sýr,cheese,food,m,i,cz,colour,noun,image_459,0,0,multipic,NA
PICTURE_741,PICTURE_741,1,bonbon,sweet (confectionary),food,m,i,cz,colour,noun,image_473,0,0,multipic,NA
PICTURE_076,PICTURE_076,1,brokolice,broccoli,food,f,i,cz,colour,noun,image_479,0,0,multipic,NA
PICTURE_081,PICTURE_081,1,maso,meat,food,n,i,cz,colour,noun,image_485,0,0,multipic,NA
PICTURE_096,PICTURE_096,1,mléko,milk,food,n,i,cz,colour,noun,image_497,0,0,multipic,NA
PICTURE_011,PICTURE_011,1,hamburger,burger,food,m,i,cz,gray,noun,image_10,0,0,multipic,NA
PICTURE_114,PICTURE_114,1,ovoce,fruit,food,n,i,cz,gray,noun,image_15,0,0,multipic,NA
PICTURE_125,PICTURE_125,1,kiwi,kiwi (fruit),food,n,i,cz,gray,noun,image_24,0,0,multipic,NA
PICTURE_129,PICTURE_129,1,citron,lemon,food,m,i,cz,gray,noun,image_28,0,0,multipic,NA
PICTURE_146,PICTURE_146,1,oliva,olive,food,f,i,cz,gray,noun,image_38,0,0,multipic,NA
PICTURE_163,PICTURE_163,1,kokos,coconut,food,m,i,cz,gray,noun,image_52,0,0,multipic,NA
PICTURE_191,PICTURE_191,1,salát,lettuce,food,m,i,cz,gray,noun,image_72,0,0,multipic,NA
PICTURE_233,PICTURE_233,1,sůl,salt,food,f,i,cz,gray,noun,image_101,0,0,multipic,NA
PICTURE_249,PICTURE_249,1,brambora,potato,food,f,i,cz,gray,noun,image_116,0,0,multipic,NA
PICTURE_258,PICTURE_258,1,bageta,baguette,food,f,i,cz,gray,noun,image_121,0,0,multipic,NA
PICTURE_026,PICTURE_026,1,cibule,onion,food,f,i,cz,gray,noun,image_122,0,0,multipic,NA
PICTURE_281,PICTURE_281,1,granátové jablko,pomegranate,food,n,i,cz,gray,noun,image_138,0,0,multipic,NA
PICTURE_285,PICTURE_285,1,mrkev,carrot,food,f,i,cz,gray,noun,image_141,0,0,multipic,NA
PICTURE_309,PICTURE_309,1,zmrzlina,ice cream,food,f,i,cz,gray,noun,image_159,0,0,multipic,NA
PICTURE_326,PICTURE_326,1,rajče,tomato,food,n,i,cz,gray,noun,image_173,0,0,multipic,NA
PICTURE_335,PICTURE_335,1,máslo,butter,food,n,i,cz,gray,noun,image_177,0,0,multipic,NA
PICTURE_348,PICTURE_348,1,paprika,pepper (vegetable),food,f,i,cz,gray,noun,image_186,0,0,multipic,NA
PICTURE_373,PICTURE_373,1,květák,cauliflower,food,m,i,cz,gray,noun,image_204,0,0,multipic,NA
PICTURE_381,PICTURE_381,1,jahoda,strawberry,food,f,i,cz,gray,noun,image_210,0,0,multipic,NA
PICTURE_397,PICTURE_397,1,fík,onion,food,m,i,cz,gray,noun,image_219,0,0,multipic,NA
PICTURE_410,PICTURE_410,1,pistácie,pistachio,food,f,i,cz,gray,noun,image_229,0,0,multipic,NA
PICTURE_042,PICTURE_042,1,hruška,pear,food,f,i,cz,gray,noun,image_236,0,0,multipic,NA
PICTURE_423,PICTURE_423,1,vejce,egg,food,n,i,cz,gray,noun,image_239,0,0,multipic,NA
PICTURE_441,PICTURE_441,1,klobása,sausage,food,f,i,cz,gray,noun,image_250,0,0,multipic,NA
PICTURE_442,PICTURE_442,1,ananas,pineapple,food,m,i,cz,gray,noun,image_251,0,0,multipic,NA
PICTURE_477,PICTURE_477,1,avokádo,avocado,food,n,i,cz,gray,noun,image_276,0,0,multipic,NA
PICTURE_489,PICTURE_489,1,pizza,pizza,food,f,i,cz,gray,noun,image_285,0,0,multipic,NA
PICTURE_551,PICTURE_551,1,dýně,pumpkin,food,f,i,cz,gray,noun,image_330,0,0,multipic,NA
PICTURE_552,PICTURE_552,1,jablko,apple,food,n,i,cz,gray,noun,image_331,0,0,multipic,NA
PICTURE_559,PICTURE_559,1,okurka,cucumber,food,f,i,cz,gray,noun,image_336,0,0,multipic,NA
PICTURE_560,PICTURE_560,1,meloun,watermelon,food,m,i,cz,gray,noun,image_338,0,0,multipic,NA
PICTURE_573,PICTURE_573,1,lilek,aubergine,food,m,i,cz,gray,noun,image_351,0,0,multipic,NA
PICTURE_581,PICTURE_581,1,chřest,asparagus,food,m,i,cz,gray,noun,image_357,0,0,multipic,NA
PICTURE_587,PICTURE_587,1,kukuřice,corn,food,f,i,cz,gray,noun,image_362,0,0,multipic,NA
PICTURE_592,PICTURE_592,1,salát,salad,food,m,i,cz,gray,noun,image_366,0,0,multipic,NA
PICTURE_593,PICTURE_593,1,čokoláda,chocolate,food,f,i,cz,gray,noun,image_367,0,0,multipic,NA
PICTURE_610,PICTURE_610,1,med,honey (food),food,m,i,cz,gray,noun,image_381,0,0,multipic,NA
PICTURE_616,PICTURE_616,1,sušenka,biscuit,food,f,i,cz,gray,noun,image_385,0,0,multipic,NA
PICTURE_627,PICTURE_627,1,párek,sausage,food,m,i,cz,gray,noun,image_394,0,0,multipic,NA
PICTURE_651,PICTURE_651,1,polévka,soup,food,f,i,cz,gray,noun,image_407,0,0,multipic,NA
PICTURE_666,PICTURE_666,1,káva,coffee,food,f,i,cz,gray,noun,image_418,0,0,multipic,NA
PICTURE_668,PICTURE_668,1,kuře,chicken,food,n,a,cz,gray,noun,image_419,0,0,multipic,NA
PICTURE_069,PICTURE_069,1,banán,banana,food,m,i,cz,gray,noun,image_436,0,0,multipic,NA
PICTURE_692,PICTURE_692,1,třešeň,cherry,food,f,i,cz,gray,noun,image_439,0,0,multipic,NA
PICTURE_697,PICTURE_697,1,broskev,peach,food,f,i,cz,gray,noun,image_442,0,0,multipic,NA
PICTURE_072,PICTURE_072,1,sýr,cheese,food,m,i,cz,gray,noun,image_459,0,0,multipic,NA
PICTURE_741,PICTURE_741,1,bonbon,sweet (confectionary),food,m,i,cz,gray,noun,image_473,0,0,multipic,NA
PICTURE_076,PICTURE_076,1,brokolice,broccoli,food,f,i,cz,gray,noun,image_479,0,0,multipic,NA
PICTURE_081,PICTURE_081,1,maso,meat,food,n,i,cz,gray,noun,image_485,0,0,multipic,NA
PICTURE_096,PICTURE_096,1,mléko,milk,food,n,i,cz,gray,noun,image_497,0,0,multipic,NA
skleník,PICTURE_106,1,skleník,greenhouse (garden),home,m,i,cz,words,noun,image_7,0,0,multipic,NA
stůl,PICTURE_110,1,stůl,table,home,m,i,cz,words,noun,image_11,0,0,multipic,NA
židle,PICTURE_122,1,židle,chair,home,f,i,cz,words,noun,image_22,0,0,multipic,NA
lednice,PICTURE_138,1,lednice,fridge,home,f,i,cz,words,noun,image_31,0,0,multipic,NA
kohoutek,PICTURE_140,1,kohoutek,tap (water),home,m,i,cz,words,noun,image_34,0,0,multipic,NA
koš,PICTURE_145,1,koš,bin,home,m,i,cz,words,noun,image_37,0,0,multipic,NA
kolečko,PICTURE_160,1,kolečko,wheelbarrow,home,n,i,cz,words,noun,image_50,0,0,multipic,NA
talíř,PICTURE_234,1,talíř,plate,home,m,i,cz,words,noun,image_102,0,0,multipic,NA
žárovka,PICTURE_244,1,žárovka,lightbulb,home,f,i,cz,words,noun,image_111,0,0,multipic,NA
lampa,PICTURE_261,1,lampa,lamp,home,f,i,cz,words,noun,image_124,0,0,multipic,NA
postel,PICTURE_268,1,postel,bed,home,f,i,cz,words,noun,image_129,0,0,multipic,NA
zrcadlo,PICTURE_340,1,zrcadlo,mirror,home,n,i,cz,words,noun,image_181,0,0,multipic,NA
lahev,PICTURE_343,1,lahev,bottle,home,f,i,cz,words,noun,image_184,0,0,multipic,NA
větrák,PICTURE_363,1,větrák,fan (electric),home,m,i,cz,words,noun,image_198,0,0,multipic,NA
hrnec,PICTURE_369,1,hrnec,pot (cooking),home,m,i,cz,words,noun,image_202,0,0,multipic,NA
konvice,PICTURE_392,1,konvice,teapot,home,f,i,cz,words,noun,image_218,0,0,multipic,NA
závěs,PICTURE_418,1,závěs,curtain,home,m,i,cz,words,noun,image_235,0,0,multipic,NA
sklenice,PICTURE_448,1,sklenice,jar,home,f,i,cz,words,noun,image_254,0,0,multipic,NA
skříň,PICTURE_458,1,skříň,wardrobe,home,f,i,cz,words,noun,image_263,0,0,multipic,NA
kolíček,PICTURE_467,1,kolíček,peg (laundry),home,m,i,cz,words,noun,image_271,0,0,multipic,NA
umyvadlo,PICTURE_478,1,umyvadlo,sink (bathroom),home,n,i,cz,words,noun,image_277,0,0,multipic,NA
košík,PICTURE_487,1,košík,basket,home,m,i,cz,words,noun,image_283,0,0,multipic,NA
koberec,PICTURE_491,1,koberec,rug,home,m,i,cz,words,noun,image_286,0,0,multipic,NA
schodiště,PICTURE_500,1,schodiště,stairs,home,n,i,cz,words,noun,image_293,0,0,multipic,NA
krabice,PICTURE_508,1,krabice,box,home,f,i,cz,words,noun,image_300,0,0,multipic,NA
telefon,PICTURE_509,1,telefon,telephone,home,m,i,cz,words,noun,image_301,0,0,multipic,NA
dům,PICTURE_522,1,dům,house,home,m,i,cz,words,noun,image_309,0,0,multipic,NA
plot,PICTURE_530,1,plot,fence,home,m,i,cz,words,noun,image_314,0,0,multipic,NA
dveře,PICTURE_546,1,dveře,door,home,!,i,cz,words,noun,image_326,0,0,multipic,NA
toustovač,PICTURE_562,1,toustovač,toaster,home,m,i,cz,words,noun,image_340,0,0,multipic,NA
lžička,PICTURE_564,1,lžička,spoon,home,f,i,cz,words,noun,image_342,0,0,multipic,NA
žehlička,PICTURE_586,1,žehlička,iron (clothes),home,f,i,cz,words,noun,image_361,0,0,multipic,NA
koště,PICTURE_590,1,koště,broom,home,n,i,cz,words,noun,image_364,0,0,multipic,NA
okno,PICTURE_597,1,okno,window,home,n,i,cz,words,noun,image_370,0,0,multipic,NA
mýdlo,PICTURE_619,1,mýdlo,soap,home,n,i,cz,words,noun,image_387,0,0,multipic,NA
balkon,PICTURE_063,1,balkon,balcony,home,m,i,cz,words,noun,image_396,0,0,multipic,NA
trychtýř,PICTURE_633,1,trychtýř,funnel,home,m,i,cz,words,noun,image_397,0,0,multipic,NA
houba,PICTURE_650,1,houba,sponge (bath),home,f,i,cz,words,noun,image_406,0,0,multipic,NA
rádio,PICTURE_659,1,rádio,radio,home,n,i,cz,words,noun,image_413,0,0,multipic,NA
střecha,PICTURE_066,1,střecha,roof,home,f,i,cz,words,noun,image_414,0,0,multipic,NA
šuplík,PICTURE_661,1,šuplík,drawer,home,m,i,cz,words,noun,image_415,0,0,multipic,NA
gauč,PICTURE_067,1,gauč,sofa,home,m,i,cz,words,noun,image_421,0,0,multipic,NA
vidlička,PICTURE_673,1,vidlička,fork,home,f,i,cz,words,noun,image_424,0,0,multipic,NA
akvárium,PICTURE_689,1,akvárium,fish tank,home,n,i,cz,words,noun,image_435,0,0,multipic,NA
sekačka,PICTURE_711,1,sekačka,lawnmower,home,f,i,cz,words,noun,image_455,0,0,multipic,NA
kuchyň,PICTURE_730,1,kuchyň,kitchen,home,f,i,cz,words,noun,image_466,0,0,multipic,NA
pračka,PICTURE_734,1,pračka,washing machine,home,f,i,cz,words,noun,image_469,0,0,multipic,NA
vana,PICTURE_747,1,vana,bath,home,f,i,cz,words,noun,image_477,0,0,multipic,NA
sprcha,PICTURE_009,1,sprcha,shower,home,f,i,cz,words,noun,image_493,0,0,multipic,NA
obraz,PICTURE_099,1,obraz,painting,home,m,i,cz,words,noun,image_500,0,0,multipic,NA
PICTURE_106,PICTURE_106,1,skleník,greenhouse (garden),home,m,i,cz,colour,noun,image_7,0,0,multipic,NA
PICTURE_110,PICTURE_110,1,stůl,table,home,m,i,cz,colour,noun,image_11,0,0,multipic,NA
PICTURE_122,PICTURE_122,1,židle,chair,home,f,i,cz,colour,noun,image_22,0,0,multipic,NA
PICTURE_138,PICTURE_138,1,lednice,fridge,home,f,i,cz,colour,noun,image_31,0,0,multipic,NA
PICTURE_140,PICTURE_140,1,kohoutek,tap (water),home,m,i,cz,colour,noun,image_34,0,0,multipic,NA
PICTURE_142,PICTURE_142,1,sklenice,glass,home,f,i,cz,colour,noun,image_36,0,0,multipic,NA
PICTURE_145,PICTURE_145,1,koš,bin,home,m,i,cz,colour,noun,image_37,0,0,multipic,NA
PICTURE_160,PICTURE_160,1,kolečko,wheelbarrow,home,n,i,cz,colour,noun,image_50,0,0,multipic,NA
PICTURE_234,PICTURE_234,1,talíř,plate,home,m,i,cz,colour,noun,image_102,0,0,multipic,NA
PICTURE_244,PICTURE_244,1,žárovka,lightbulb,home,f,i,cz,colour,noun,image_111,0,0,multipic,NA
PICTURE_261,PICTURE_261,1,lampa,lamp,home,f,i,cz,colour,noun,image_124,0,0,multipic,NA
PICTURE_268,PICTURE_268,1,postel,bed,home,f,i,cz,colour,noun,image_129,0,0,multipic,NA
PICTURE_340,PICTURE_340,1,zrcadlo,mirror,home,n,i,cz,colour,noun,image_181,0,0,multipic,NA
PICTURE_343,PICTURE_343,1,lahev,bottle,home,f,i,cz,colour,noun,image_184,0,0,multipic,NA
PICTURE_363,PICTURE_363,1,větrák,fan (electric),home,m,i,cz,colour,noun,image_198,0,0,multipic,NA
PICTURE_369,PICTURE_369,1,hrnec,pot (cooking),home,m,i,cz,colour,noun,image_202,0,0,multipic,NA
PICTURE_392,PICTURE_392,1,konvice,teapot,home,f,i,cz,colour,noun,image_218,0,0,multipic,NA
PICTURE_418,PICTURE_418,1,závěs,curtain,home,m,i,cz,colour,noun,image_235,0,0,multipic,NA
PICTURE_448,PICTURE_448,1,sklenice,jar,home,f,i,cz,colour,noun,image_254,0,0,multipic,NA
PICTURE_458,PICTURE_458,1,skříň,wardrobe,home,f,i,cz,colour,noun,image_263,0,0,multipic,NA
PICTURE_467,PICTURE_467,1,kolíček,peg (laundry),home,m,i,cz,colour,noun,image_271,0,0,multipic,NA
PICTURE_478,PICTURE_478,1,umyvadlo,sink (bathroom),home,n,i,cz,colour,noun,image_277,0,0,multipic,NA
PICTURE_487,PICTURE_487,1,košík,basket,home,m,i,cz,colour,noun,image_283,0,0,multipic,NA
PICTURE_491,PICTURE_491,1,koberec,rug,home,m,i,cz,colour,noun,image_286,0,0,multipic,NA
PICTURE_500,PICTURE_500,1,schodiště,stairs,home,n,i,cz,colour,noun,image_293,0,0,multipic,NA
PICTURE_508,PICTURE_508,1,krabice,box,home,f,i,cz,colour,noun,image_300,0,0,multipic,NA
PICTURE_509,PICTURE_509,1,telefon,telephone,home,m,i,cz,colour,noun,image_301,0,0,multipic,NA
PICTURE_522,PICTURE_522,1,dům,house,home,m,i,cz,colour,noun,image_309,0,0,multipic,NA
PICTURE_530,PICTURE_530,1,plot,fence,home,m,i,cz,colour,noun,image_314,0,0,multipic,NA
PICTURE_546,PICTURE_546,1,dveře,door,home,!,i,cz,colour,noun,image_326,0,0,multipic,NA
PICTURE_562,PICTURE_562,1,toustovač,toaster,home,m,i,cz,colour,noun,image_340,0,0,multipic,NA
PICTURE_564,PICTURE_564,1,lžička,spoon,home,f,i,cz,colour,noun,image_342,0,0,multipic,NA
PICTURE_586,PICTURE_586,1,žehlička,iron (clothes),home,f,i,cz,colour,noun,image_361,0,0,multipic,NA
PICTURE_590,PICTURE_590,1,koště,broom,home,n,i,cz,colour,noun,image_364,0,0,multipic,NA
PICTURE_597,PICTURE_597,1,okno,window,home,n,i,cz,colour,noun,image_370,0,0,multipic,NA
PICTURE_619,PICTURE_619,1,mýdlo,soap,home,n,i,cz,colour,noun,image_387,0,0,multipic,NA
PICTURE_063,PICTURE_063,1,balkon,balcony,home,m,i,cz,colour,noun,image_396,0,0,multipic,NA
PICTURE_633,PICTURE_633,1,trychtýř,funnel,home,m,i,cz,colour,noun,image_397,0,0,multipic,NA
PICTURE_650,PICTURE_650,1,houba,sponge (bath),home,f,i,cz,colour,noun,image_406,0,0,multipic,NA
PICTURE_659,PICTURE_659,1,rádio,radio,home,n,i,cz,colour,noun,image_413,0,0,multipic,NA
PICTURE_066,PICTURE_066,1,střecha,roof,home,f,i,cz,colour,noun,image_414,0,0,multipic,NA
PICTURE_661,PICTURE_661,1,šuplík,drawer,home,m,i,cz,colour,noun,image_415,0,0,multipic,NA
PICTURE_067,PICTURE_067,1,gauč,sofa,home,m,i,cz,colour,noun,image_421,0,0,multipic,NA
PICTURE_673,PICTURE_673,1,vidlička,fork,home,f,i,cz,colour,noun,image_424,0,0,multipic,NA
PICTURE_689,PICTURE_689,1,akvárium,fish tank,home,n,i,cz,colour,noun,image_435,0,0,multipic,NA
PICTURE_711,PICTURE_711,1,sekačka,lawnmower,home,f,i,cz,colour,noun,image_455,0,0,multipic,NA
PICTURE_730,PICTURE_730,1,kuchyň,kitchen,home,f,i,cz,colour,noun,image_466,0,0,multipic,NA
PICTURE_734,PICTURE_734,1,pračka,washing machine,home,f,i,cz,colour,noun,image_469,0,0,multipic,NA
PICTURE_747,PICTURE_747,1,vana,bath,home,f,i,cz,colour,noun,image_477,0,0,multipic,NA
PICTURE_009,PICTURE_009,1,sprcha,shower,home,f,i,cz,colour,noun,image_493,0,0,multipic,NA
PICTURE_099,PICTURE_099,1,obraz,painting,home,m,i,cz,colour,noun,image_500,0,0,multipic,NA
PICTURE_106,PICTURE_106,1,skleník,greenhouse (garden),home,m,i,cz,gray,noun,image_7,0,0,multipic,NA
PICTURE_110,PICTURE_110,1,stůl,table,home,m,i,cz,gray,noun,image_11,0,0,multipic,NA
PICTURE_122,PICTURE_122,1,židle,chair,home,f,i,cz,gray,noun,image_22,0,0,multipic,NA
PICTURE_138,PICTURE_138,1,lednice,fridge,home,f,i,cz,gray,noun,image_31,0,0,multipic,NA
PICTURE_140,PICTURE_140,1,kohoutek,tap (water),home,m,i,cz,gray,noun,image_34,0,0,multipic,NA
PICTURE_142,PICTURE_142,1,sklenice,glass,home,f,i,cz,gray,noun,image_36,0,0,multipic,NA
PICTURE_145,PICTURE_145,1,koš,bin,home,m,i,cz,gray,noun,image_37,0,0,multipic,NA
PICTURE_160,PICTURE_160,1,kolečko,wheelbarrow,home,n,i,cz,gray,noun,image_50,0,0,multipic,NA
PICTURE_234,PICTURE_234,1,talíř,plate,home,m,i,cz,gray,noun,image_102,0,0,multipic,NA
PICTURE_244,PICTURE_244,1,žárovka,lightbulb,home,f,i,cz,gray,noun,image_111,0,0,multipic,NA
PICTURE_261,PICTURE_261,1,lampa,lamp,home,f,i,cz,gray,noun,image_124,0,0,multipic,NA
PICTURE_268,PICTURE_268,1,postel,bed,home,f,i,cz,gray,noun,image_129,0,0,multipic,NA
PICTURE_340,PICTURE_340,1,zrcadlo,mirror,home,n,i,cz,gray,noun,image_181,0,0,multipic,NA
PICTURE_343,PICTURE_343,1,lahev,bottle,home,f,i,cz,gray,noun,image_184,0,0,multipic,NA
PICTURE_363,PICTURE_363,1,větrák,fan (electric),home,m,i,cz,gray,noun,image_198,0,0,multipic,NA
PICTURE_369,PICTURE_369,1,hrnec,pot (cooking),home,m,i,cz,gray,noun,image_202,0,0,multipic,NA
PICTURE_392,PICTURE_392,1,konvice,teapot,home,f,i,cz,gray,noun,image_218,0,0,multipic,NA
PICTURE_418,PICTURE_418,1,závěs,curtain,home,m,i,cz,gray,noun,image_235,0,0,multipic,NA
PICTURE_448,PICTURE_448,1,sklenice,jar,home,f,i,cz,gray,noun,image_254,0,0,multipic,NA
PICTURE_458,PICTURE_458,1,skříň,wardrobe,home,f,i,cz,gray,noun,image_263,0,0,multipic,NA
PICTURE_467,PICTURE_467,1,kolíček,peg (laundry),home,m,i,cz,gray,noun,image_271,0,0,multipic,NA
PICTURE_478,PICTURE_478,1,umyvadlo,sink (bathroom),home,n,i,cz,gray,noun,image_277,0,0,multipic,NA
PICTURE_487,PICTURE_487,1,košík,basket,home,m,i,cz,gray,noun,image_283,0,0,multipic,NA
PICTURE_491,PICTURE_491,1,koberec,rug,home,m,i,cz,gray,noun,image_286,0,0,multipic,NA
PICTURE_500,PICTURE_500,1,schodiště,stairs,home,n,i,cz,gray,noun,image_293,0,0,multipic,NA
PICTURE_508,PICTURE_508,1,krabice,box,home,f,i,cz,gray,noun,image_300,0,0,multipic,NA
PICTURE_509,PICTURE_509,1,telefon,telephone,home,m,i,cz,gray,noun,image_301,0,0,multipic,NA
PICTURE_522,PICTURE_522,1,dům,house,home,m,i,cz,gray,noun,image_309,0,0,multipic,NA
PICTURE_530,PICTURE_530,1,plot,fence,home,m,i,cz,gray,noun,image_314,0,0,multipic,NA
PICTURE_546,PICTURE_546,1,dveře,door,home,!,i,cz,gray,noun,image_326,0,0,multipic,NA
PICTURE_562,PICTURE_562,1,toustovač,toaster,home,m,i,cz,gray,noun,image_340,0,0,multipic,NA
PICTURE_564,PICTURE_564,1,lžička,spoon,home,f,i,cz,gray,noun,image_342,0,0,multipic,NA
PICTURE_586,PICTURE_586,1,žehlička,iron (clothes),home,f,i,cz,gray,noun,image_361,0,0,multipic,NA
PICTURE_590,PICTURE_590,1,koště,broom,home,n,i,cz,gray,noun,image_364,0,0,multipic,NA
PICTURE_597,PICTURE_597,1,okno,window,home,n,i,cz,gray,noun,image_370,0,0,multipic,NA
PICTURE_619,PICTURE_619,1,mýdlo,soap,home,n,i,cz,gray,noun,image_387,0,0,multipic,NA
PICTURE_063,PICTURE_063,1,balkon,balcony,home,m,i,cz,gray,noun,image_396,0,0,multipic,NA
PICTURE_633,PICTURE_633,1,trychtýř,funnel,home,m,i,cz,gray,noun,image_397,0,0,multipic,NA
PICTURE_650,PICTURE_650,1,houba,sponge (bath),home,f,i,cz,gray,noun,image_406,0,0,multipic,NA
PICTURE_659,PICTURE_659,1,rádio,radio,home,n,i,cz,gray,noun,image_413,0,0,multipic,NA
PICTURE_066,PICTURE_066,1,střecha,roof,home,f,i,cz,gray,noun,image_414,0,0,multipic,NA
PICTURE_661,PICTURE_661,1,šuplík,drawer,home,m,i,cz,gray,noun,image_415,0,0,multipic,NA
PICTURE_067,PICTURE_067,1,gauč,sofa,home,m,i,cz,gray,noun,image_421,0,0,multipic,NA
PICTURE_673,PICTURE_673,1,vidlička,fork,home,f,i,cz,gray,noun,image_424,0,0,multipic,NA
PICTURE_689,PICTURE_689,1,akvárium,fish tank,home,n,i,cz,gray,noun,image_435,0,0,multipic,NA
PICTURE_711,PICTURE_711,1,sekačka,lawnmower,home,f,i,cz,gray,noun,image_455,0,0,multipic,NA
PICTURE_730,PICTURE_730,1,kuchyň,kitchen,home,f,i,cz,gray,noun,image_466,0,0,multipic,NA
PICTURE_734,PICTURE_734,1,pračka,washing machine,home,f,i,cz,gray,noun,image_469,0,0,multipic,NA
PICTURE_747,PICTURE_747,1,vana,bath,home,f,i,cz,gray,noun,image_477,0,0,multipic,NA
PICTURE_009,PICTURE_009,1,sprcha,shower,home,f,i,cz,gray,noun,image_493,0,0,multipic,NA
PICTURE_099,PICTURE_099,1,obraz,painting,home,m,i,cz,gray,noun,image_500,0,0,multipic,NA
bicí,PICTURE_101,1,bicí,drum kit,music,!,i,cz,words,noun,image_3,0,0,multipic,NA
saxofon,PICTURE_107,1,saxofon,saxophone,music,m,i,cz,words,noun,image_8,0,0,multipic,NA
flétna,PICTURE_156,1,flétna,recorder (musical instrument),music,f,i,cz,words,noun,image_47,0,0,multipic,NA
trumpeta,PICTURE_200,1,trumpeta,trumpet,music,f,i,cz,words,noun,image_79,0,0,multipic,NA
mikrofon,PICTURE_208,1,mikrofon,microphone,music,m,i,cz,words,noun,image_83,0,0,multipic,NA
sbor,PICTURE_253,1,sbor,choir,music,m,i,cz,words,noun,image_118,0,0,multipic,NA
buben,PICTURE_278,1,buben,drum,music,m,i,cz,words,noun,image_136,0,0,multipic,NA
kytara,PICTURE_357,1,kytara,guitar,music,f,i,cz,words,noun,image_193,0,0,multipic,NA
dudy,PICTURE_425,1,dudy,bagpipes,music,!,i,cz,words,noun,image_240,0,0,multipic,NA
housle,PICTURE_566,1,housle,violin,music,!,i,cz,words,noun,image_344,0,0,multipic,NA
harfa,PICTURE_605,1,harfa,harp,music,f,i,cz,words,noun,image_375,0,0,multipic,NA
klavír,PICTURE_626,1,klavír,piano,music,m,i,cz,words,noun,image_393,0,0,multipic,NA
orchestr,PICTURE_070,1,orchestr,orchestra,music,m,i,cz,words,noun,image_446,0,0,multipic,NA
harmonika,PICTURE_717,1,harmonika,accordion,music,f,i,cz,words,noun,image_457,0,0,multipic,NA
PICTURE_101,PICTURE_101,1,bicí,drum kit,music,!,i,cz,colour,noun,image_3,0,0,multipic,NA
PICTURE_107,PICTURE_107,1,saxofon,saxophone,music,m,i,cz,colour,noun,image_8,0,0,multipic,NA
PICTURE_156,PICTURE_156,1,flétna,recorder (musical instrument),music,f,i,cz,colour,noun,image_47,0,0,multipic,NA
PICTURE_200,PICTURE_200,1,trumpeta,trumpet,music,f,i,cz,colour,noun,image_79,0,0,multipic,NA
PICTURE_208,PICTURE_208,1,mikrofon,microphone,music,m,i,cz,colour,noun,image_83,0,0,multipic,NA
PICTURE_253,PICTURE_253,1,sbor,choir,music,m,i,cz,colour,noun,image_118,0,0,multipic,NA
PICTURE_278,PICTURE_278,1,buben,drum,music,m,i,cz,colour,noun,image_136,0,0,multipic,NA
PICTURE_357,PICTURE_357,1,kytara,guitar,music,f,i,cz,colour,noun,image_193,0,0,multipic,NA
PICTURE_425,PICTURE_425,1,dudy,bagpipes,music,!,i,cz,colour,noun,image_240,0,0,multipic,NA
PICTURE_566,PICTURE_566,1,housle,violin,music,!,i,cz,colour,noun,image_344,0,0,multipic,NA
PICTURE_605,PICTURE_605,1,harfa,harp,music,f,i,cz,colour,noun,image_375,0,0,multipic,NA
PICTURE_626,PICTURE_626,1,klavír,piano,music,m,i,cz,colour,noun,image_393,0,0,multipic,NA
PICTURE_070,PICTURE_070,1,orchestr,orchestra,music,m,i,cz,colour,noun,image_446,0,0,multipic,NA
PICTURE_717,PICTURE_717,1,harmonika,accordion,music,f,i,cz,colour,noun,image_457,0,0,multipic,NA
PICTURE_101,PICTURE_101,1,bicí,drum kit,music,!,i,cz,gray,noun,image_3,0,0,multipic,NA
PICTURE_107,PICTURE_107,1,saxofon,saxophone,music,m,i,cz,gray,noun,image_8,0,0,multipic,NA
PICTURE_156,PICTURE_156,1,flétna,recorder (musical instrument),music,f,i,cz,gray,noun,image_47,0,0,multipic,NA
PICTURE_200,PICTURE_200,1,trumpeta,trumpet,music,f,i,cz,gray,noun,image_79,0,0,multipic,NA
