item,image,multiple,word_czech,word_english,semantic_category,grammatical_gender,animacy,language,version,pos,item_ID,role_noun,animal_person,source,pos_category
pekař,NA,NA,pekař,baker (male),NA,m,a,cz,words,noun,word_1450,1,1,sociolex,m_noun_a
pekařka,NA,NA,pekařka,baker (female),NA,f,a,cz,words,noun,word_1451,1,1,sociolex,f_noun_a
pilotka,NA,NA,pilotka,pilot (female),NA,f,a,cz,words,noun,word_1474,1,1,sociolex,f_noun_a
plavčice,NA,NA,plavčice,lifeguard (female),NA,f,a,cz,words,noun,word_1503,1,1,sociolex,f_noun_a
plavčík,NA,NA,plavčík,lifeguard (male),NA,m,a,cz,words,noun,word_1504,1,1,sociolex,m_noun_a
podřízená,NA,NA,podřízená,subordinate (person) (female),NA,f,a,cz,words,noun,word_1524,1,1,sociolex,f_noun_a
podřízený,NA,NA,podřízený,subordinate (person) (male),NA,m,a,cz,words,noun,word_1525,1,1,sociolex,m_noun_a
Polák,NA,NA,Polák,Polish person (male),NA,m,a,cz,words,noun,word_1546,1,1,sociolex,m_noun_a
policista,NA,NA,policista,police officer (male),NA,m,a,cz,words,noun,word_1551,1,1,sociolex,m_noun_a
policistka,NA,NA,policistka,police officer (female),NA,f,a,cz,words,noun,word_1552,1,1,sociolex,f_noun_a
politička,NA,NA,politička,politician (female),NA,f,a,cz,words,noun,word_1553,1,1,sociolex,f_noun_a
politik,NA,NA,politik,politician (male),NA,m,a,cz,words,noun,word_1554,1,1,sociolex,m_noun_a
Polka,NA,NA,Polka,Polish person (female),NA,f,a,cz,words,noun,word_1556,1,1,sociolex,f_noun_a
popelář,NA,NA,popelář,waste disposal person (male),NA,m,a,cz,words,noun,word_1569,1,1,sociolex,m_noun_a
popelářka,NA,NA,popelářka,waste disposal person (female),NA,f,a,cz,words,noun,word_1570,1,1,sociolex,f_noun_a
poslanec,NA,NA,poslanec,member of parliament (male),NA,m,a,cz,words,noun,word_1577,1,1,sociolex,m_noun_a
poslankyně,NA,NA,poslankyně,member of parliament (female),NA,f,a,cz,words,noun,word_1578,1,1,sociolex,f_noun_a
právnička,NA,NA,právnička,lawyer (female),NA,f,a,cz,words,noun,word_1627,1,1,sociolex,f_noun_a
právník,NA,NA,právník,lawyer (male),NA,m,a,cz,words,noun,word_1628,1,1,sociolex,m_noun_a
předseda,NA,NA,předseda,chair-person (male),NA,m,a,cz,words,noun,word_1640,1,1,sociolex,m_noun_a
předsedkyně,NA,NA,předsedkyně,chair-person (female),NA,f,a,cz,words,noun,word_1641,1,1,sociolex,f_noun_a
prevít,NA,NA,prevít,bastard (male),NA,m,a,cz,words,noun,word_1653,1,1,sociolex,m_noun_a
prevítka,NA,NA,prevítka,bastard (female),NA,f,a,cz,words,noun,word_1654,1,1,sociolex,f_noun_a
prezident,NA,NA,prezident,president (male),NA,m,a,cz,words,noun,word_1655,1,1,sociolex,m_noun_a
prezidentka,NA,NA,prezidentka,president (female),NA,f,a,cz,words,noun,word_1656,1,1,sociolex,f_noun_a
příbuzná,NA,NA,příbuzná,relative (person) (female),NA,f,a,cz,words,noun,word_1660,1,1,sociolex,f_noun_a
příbuzný,NA,NA,příbuzný,relative (person) (male),NA,m,a,cz,words,noun,word_1661,1,1,sociolex,m_noun_a
primátor,NA,NA,primátor,mayor (male),NA,m,a,cz,words,noun,word_1664,1,1,sociolex,m_noun_a
primátorka,NA,NA,primátorka,mayor (female),NA,f,a,cz,words,noun,word_1665,1,1,sociolex,f_noun_a
přistěhovalec,NA,NA,přistěhovalec,immigrant (male),NA,m,a,cz,words,noun,word_1675,1,1,sociolex,m_noun_a
přistěhovalkyně,NA,NA,přistěhovalkyně,immigrant (female),NA,f,a,cz,words,noun,word_1676,1,1,sociolex,f_noun_a
prodavač,NA,NA,prodavač,salesperson (male),NA,m,a,cz,words,noun,word_1684,1,1,sociolex,m_noun_a
prodavačka,NA,NA,prodavačka,salesperson (female),NA,f,a,cz,words,noun,word_1685,1,1,sociolex,f_noun_a
programátor,NA,NA,programátor,programmer (male),NA,m,a,cz,words,noun,word_1688,1,1,sociolex,m_noun_a
programátorka,NA,NA,programátorka,programmer (female),NA,f,a,cz,words,noun,word_1689,1,1,sociolex,f_noun_a
prostitut,NA,NA,prostitut,prostitute (male),NA,m,a,cz,words,noun,word_1703,1,1,sociolex,m_noun_a
prostitutka,NA,NA,prostitutka,prostitute (female),NA,f,a,cz,words,noun,word_1704,1,1,sociolex,f_noun_a
protestant,NA,NA,protestant,Protestant person (male),NA,m,a,cz,words,noun,word_1706,1,1,sociolex,m_noun_a
protestantka,NA,NA,protestantka,Protestant person (female),NA,f,a,cz,words,noun,word_1707,1,1,sociolex,f_noun_a
psycholog,NA,NA,psycholog,psychologist (male),NA,m,a,cz,words,noun,word_1724,1,1,sociolex,m_noun_a
psycholožka,NA,NA,psycholožka,psychologist (female),NA,f,a,cz,words,noun,word_1726,1,1,sociolex,f_noun_a
psychopat,NA,NA,psychopat,psychopath (male),NA,m,a,cz,words,noun,word_1727,1,1,sociolex,m_noun_a
psychopatka,NA,NA,psychopatka,psychopath (female),NA,f,a,cz,words,noun,word_1728,1,1,sociolex,f_noun_a
rabín,NA,NA,rabín,Rabbi (male),NA,m,a,cz,words,noun,word_1746,1,1,sociolex,m_noun_a
rabínka,NA,NA,rabínka,Rabbi (female),NA,f,a,cz,words,noun,word_1747,1,1,sociolex,f_noun_a
Rakušan,NA,NA,Rakušan,Austrian person (male),NA,m,a,cz,words,noun,word_1757,1,1,sociolex,m_noun_a
Rakušanka,NA,NA,Rakušanka,Austrian person (female),NA,f,a,cz,words,noun,word_1758,1,1,sociolex,f_noun_a
řemeslnice,NA,NA,řemeslnice,craftsperson (female),NA,f,a,cz,words,noun,word_1768,1,1,sociolex,f_noun_a
řemeslník,NA,NA,řemeslník,craftsperson (male),NA,m,a,cz,words,noun,word_1769,1,1,sociolex,m_noun_a
reportér,NA,NA,reportér,reporter (male),NA,m,a,cz,words,noun,word_1773,1,1,sociolex,m_noun_a
reportérka,NA,NA,reportérka,reporter (female),NA,f,a,cz,words,noun,word_1774,1,1,sociolex,f_noun_a
režisér,NA,NA,režisér,director (male),NA,m,a,cz,words,noun,word_1780,1,1,sociolex,m_noun_a
režisérka,NA,NA,režisérka,director (female),NA,f,a,cz,words,noun,word_1781,1,1,sociolex,f_noun_a
řeznice,NA,NA,řeznice,butcher (female),NA,f,a,cz,words,noun,word_1782,1,1,sociolex,f_noun_a
řidič,NA,NA,řidič,driver (male),NA,m,a,cz,words,noun,word_1785,1,1,sociolex,m_noun_a
řidička,NA,NA,řidička,driver (female),NA,f,a,cz,words,noun,word_1786,1,1,sociolex,f_noun_a
Rus,NA,NA,Rus,Russian person (male),NA,m,a,cz,words,noun,word_1838,1,1,sociolex,m_noun_a
Ruska,NA,NA,Ruska,Russian person (female),NA,f,a,cz,words,noun,word_1839,1,1,sociolex,f_noun_a
rytíř,NA,NA,rytíř,knight (male),NA,m,a,cz,words,noun,word_1854,1,1,sociolex,m_noun_a
rytířka,NA,NA,rytířka,knight (female),NA,f,a,cz,words,noun,word_1855,1,1,sociolex,f_noun_a
samoživitel,NA,NA,samoživitel,single parent (male),NA,m,a,cz,words,noun,word_1863,1,1,sociolex,m_noun_a
samoživitelka,NA,NA,samoživitelka,single parent (female),NA,f,a,cz,words,noun,word_1864,1,1,sociolex,f_noun_a
šéf,NA,NA,šéf,boss (male),NA,m,a,cz,words,noun,word_1883,1,1,sociolex,m_noun_a
šéfka,NA,NA,šéfka,boss (female),NA,f,a,cz,words,noun,word_1884,1,1,sociolex,f_noun_a
šéfkuchař,NA,NA,šéfkuchař,chef (male),NA,m,a,cz,words,noun,word_1885,1,1,sociolex,m_noun_a
šéfkuchařka,NA,NA,šéfkuchařka,chef (female),NA,f,a,cz,words,noun,word_1886,1,1,sociolex,f_noun_a
senátor,NA,NA,senátor,senator (male),NA,m,a,cz,words,noun,word_1892,1,1,sociolex,m_noun_a
senátorka,NA,NA,senátorka,senator (female),NA,f,a,cz,words,noun,word_1893,1,1,sociolex,f_noun_a
senior,NA,NA,senior,senior citizen (male),NA,m,a,cz,words,noun,word_1894,1,1,sociolex,m_noun_a
seniorka,NA,NA,seniorka,senior citizen (female),NA,f,a,cz,words,noun,word_1895,1,1,sociolex,f_noun_a
sestřenice,NA,NA,sestřenice,cousin (female),NA,f,a,cz,words,noun,word_1899,1,1,sociolex,f_noun_a
skladatel,NA,NA,skladatel,composer (male),NA,m,a,cz,words,noun,word_1926,1,1,sociolex,m_noun_a
skladatelka,NA,NA,skladatelka,composer (female),NA,f,a,cz,words,noun,word_1927,1,1,sociolex,f_noun_a
školnice,NA,NA,školnice,janitor (female),NA,f,a,cz,words,noun,word_1935,1,1,sociolex,f_noun_a
školník,NA,NA,školník,janitor (male),NA,m,a,cz,words,noun,word_1936,1,1,sociolex,m_noun_a
skřítek,NA,NA,skřítek,elf (male),NA,m,a,cz,words,noun,word_1939,1,1,sociolex,m_noun_a
Slezan,NA,NA,Slezan,Silesian person (male),NA,m,a,cz,words,noun,word_1961,1,1,sociolex,m_noun_a
Slezanka,NA,NA,Slezanka,Silesian person (female),NA,f,a,cz,words,noun,word_1962,1,1,sociolex,f_noun_a
Slovák,NA,NA,Slovák,Slovak person (male),NA,m,a,cz,words,noun,word_1969,1,1,sociolex,m_noun_a
Slovenka,NA,NA,Slovenka,Slovak person (female),NA,f,a,cz,words,noun,word_1970,1,1,sociolex,f_noun_a
soudkyně,NA,NA,soudkyně,judge (person) (female),NA,f,a,cz,words,noun,word_2020,1,1,sociolex,f_noun_a
špion,NA,NA,špion,spy (male),NA,m,a,cz,words,noun,word_2044,1,1,sociolex,m_noun_a
špionka,NA,NA,špionka,spy (female),NA,f,a,cz,words,noun,word_2045,1,1,sociolex,f_noun_a
spisovatel,NA,NA,spisovatel,writer (male),NA,m,a,cz,words,noun,word_2046,1,1,sociolex,m_noun_a
spisovatelka,NA,NA,spisovatelka,writer (female),NA,f,a,cz,words,noun,word_2047,1,1,sociolex,f_noun_a
starosta,NA,NA,starosta,mayor (male),NA,m,a,cz,words,noun,word_2077,1,1,sociolex,m_noun_a
starostka,NA,NA,starostka,mayor (female),NA,f,a,cz,words,noun,word_2078,1,1,sociolex,f_noun_a
statistička,NA,NA,statistička,statistician (female),NA,f,a,cz,words,noun,word_2089,1,1,sociolex,f_noun_a
statistik,NA,NA,statistik,statistician (male),NA,m,a,cz,words,noun,word_2090,1,1,sociolex,m_noun_a
stevard,NA,NA,stevard,steward (male),NA,m,a,cz,words,noun,word_2101,1,1,sociolex,m_noun_a
stevardka,NA,NA,stevardka,steward (female),NA,f,a,cz,words,noun,word_2102,1,1,sociolex,f_noun_a
stopař,NA,NA,stopař,hitchhiker (male),NA,m,a,cz,words,noun,word_2110,1,1,sociolex,m_noun_a
stopařka,NA,NA,stopařka,hitchhiker (female),NA,f,a,cz,words,noun,word_2111,1,1,sociolex,f_noun_a
striptér,NA,NA,striptér,stripper (male),NA,m,a,cz,words,noun,word_2120,1,1,sociolex,m_noun_a
striptérka,NA,NA,striptérka,stripper (female),NA,f,a,cz,words,noun,word_2121,1,1,sociolex,f_noun_a
student,NA,NA,student,student (male),NA,m,a,cz,words,noun,word_2129,1,1,sociolex,m_noun_a
studentka,NA,NA,studentka,student (female),NA,f,a,cz,words,noun,word_2130,1,1,sociolex,f_noun_a
tanečnice,NA,NA,tanečnice,dancer (female),NA,f,a,cz,words,noun,word_2182,1,1,sociolex,f_noun_a
tanečník,NA,NA,tanečník,dancer (male),NA,m,a,cz,words,noun,word_2183,1,1,sociolex,m_noun_a
taxikář,NA,NA,taxikář,taxi driver (male),NA,m,a,cz,words,noun,word_2187,1,1,sociolex,m_noun_a
taxikářka,NA,NA,taxikářka,taxi driver (female),NA,f,a,cz,words,noun,word_2188,1,1,sociolex,f_noun_a
technolog,NA,NA,technolog,technologist (male),NA,m,a,cz,words,noun,word_2194,1,1,sociolex,m_noun_a
technoložka,NA,NA,technoložka,technologist (female),NA,f,a,cz,words,noun,word_2196,1,1,sociolex,f_noun_a
terorista,NA,NA,terorista,terrorist (male),NA,m,a,cz,words,noun,word_2218,1,1,sociolex,m_noun_a
teroristka,NA,NA,teroristka,terrorist (female),NA,f,a,cz,words,noun,word_2219,1,1,sociolex,f_noun_a
tesař,NA,NA,tesař,carpenter (male),NA,m,a,cz,words,noun,word_2220,1,1,sociolex,m_noun_a
tesařka,NA,NA,tesařka,carpenter (female),NA,f,a,cz,words,noun,word_2221,1,1,sociolex,f_noun_a
tlumočnice,NA,NA,tlumočnice,interpreter (female),NA,f,a,cz,words,noun,word_2233,1,1,sociolex,f_noun_a
tlumočník,NA,NA,tlumočník,interpreter (male),NA,m,a,cz,words,noun,word_2234,1,1,sociolex,m_noun_a
transsexuál,NA,NA,transsexuál,transsexual person (male),NA,m,a,cz,words,noun,word_2248,1,1,sociolex,m_noun_a
transsexuálka,NA,NA,transsexuálka,transsexual person (female),NA,f,a,cz,words,noun,word_2249,1,1,sociolex,f_noun_a
trenér,NA,NA,trenér,coach (person) (male),NA,m,a,cz,words,noun,word_2254,1,1,sociolex,m_noun_a
trenérka,NA,NA,trenérka,coach (person) (female),NA,f,a,cz,words,noun,word_2255,1,1,sociolex,f_noun_a
trpaslice,NA,NA,trpaslice,dwarf (female),NA,f,a,cz,words,noun,word_2259,1,1,sociolex,f_noun_a
trpaslík,NA,NA,trpaslík,dwarf (male),NA,m,a,cz,words,noun,word_2260,1,1,sociolex,m_noun_a
učitel,NA,NA,učitel,teacher (male),NA,m,a,cz,words,noun,word_2290,1,1,sociolex,m_noun_a
učitelka,NA,NA,učitelka,teacher (female),NA,f,a,cz,words,noun,word_2291,1,1,sociolex,f_noun_a
uklízeč,NA,NA,uklízeč,cleaner (person) (male),NA,m,a,cz,words,noun,word_2296,1,1,sociolex,m_noun_a
uklízečka,NA,NA,uklízečka,cleaner (person) (female),NA,f,a,cz,words,noun,word_2297,1,1,sociolex,f_noun_a
umělec,NA,NA,umělec,artist (male),NA,m,a,cz,words,noun,word_2302,1,1,sociolex,m_noun_a
umělkyně,NA,NA,umělkyně,artist (female),NA,f,a,cz,words,noun,word_2303,1,1,sociolex,f_noun_a
uprchlice,NA,NA,uprchlice,refugee (female),NA,f,a,cz,words,noun,word_2313,1,1,sociolex,f_noun_a
uprchlík,NA,NA,uprchlík,refugee (male),NA,m,a,cz,words,noun,word_2314,1,1,sociolex,m_noun_a
úřednice,NA,NA,úřednice,office worker (female),NA,f,a,cz,words,noun,word_2322,1,1,sociolex,f_noun_a
úředník,NA,NA,úředník,office worker (male),NA,m,a,cz,words,noun,word_2323,1,1,sociolex,m_noun_a
utečenec,NA,NA,utečenec,refugee (male),NA,m,a,cz,words,noun,word_2331,1,1,sociolex,m_noun_a
utečenkyně,NA,NA,utečenkyně,refugee (female),NA,f,a,cz,words,noun,word_2332,1,1,sociolex,f_noun_a
vědec,NA,NA,vědec,scientist (male),NA,m,a,cz,words,noun,word_2381,1,1,sociolex,m_noun_a
vědkyně,NA,NA,vědkyně,scientist (female),NA,f,a,cz,words,noun,word_2383,1,1,sociolex,f_noun_a
vegan,NA,NA,vegan,vegan person (male),NA,m,a,cz,words,noun,word_2385,1,1,sociolex,m_noun_a
veganka,NA,NA,veganka,vegan person (female),NA,f,a,cz,words,noun,word_2386,1,1,sociolex,f_noun_a
vegetarián,NA,NA,vegetarián,vegetarian person (male),NA,m,a,cz,words,noun,word_2387,1,1,sociolex,m_noun_a
vegetariánka,NA,NA,vegetariánka,vegetarian person (female),NA,f,a,cz,words,noun,word_2388,1,1,sociolex,f_noun_a
věštec,NA,NA,věštec,fortune teller (male),NA,m,a,cz,words,noun,word_2415,1,1,sociolex,m_noun_a
věštkyně,NA,NA,věštkyně,fortune teller (female),NA,f,a,cz,words,noun,word_2416,1,1,sociolex,f_noun_a
vězeň,NA,NA,vězeň,prisoner (male),NA,m,a,cz,words,noun,word_2419,1,1,sociolex,m_noun_a
vězeňkyně,NA,NA,vězeňkyně,prisoner (female),NA,f,a,cz,words,noun,word_2420,1,1,sociolex,f_noun_a
vlastenec,NA,NA,vlastenec,patriot (male),NA,m,a,cz,words,noun,word_2447,1,1,sociolex,m_noun_a
vlastenka,NA,NA,vlastenka,patriot (female),NA,f,a,cz,words,noun,word_2448,1,1,sociolex,f_noun_a
vojačka,NA,NA,vojačka,soldier (female),NA,f,a,cz,words,noun,word_2461,1,1,sociolex,f_noun_a
vrah,NA,NA,vrah,murderer (male),NA,m,a,cz,words,noun,word_2474,1,1,sociolex,m_noun_a
vražedkyně,NA,NA,vražedkyně,murderer (female),NA,f,a,cz,words,noun,word_2477,1,1,sociolex,f_noun_a
vychovatel,NA,NA,vychovatel,educator (male),NA,m,a,cz,words,noun,word_2491,1,1,sociolex,m_noun_a
vychovatelka,NA,NA,vychovatelka,educator (female),NA,f,a,cz,words,noun,word_2492,1,1,sociolex,f_noun_a
vynálezce,NA,NA,vynálezce,inventor (male),NA,m,a,cz,words,noun,word_2505,1,1,sociolex,m_noun_a
vynálezkyně,NA,NA,vynálezkyně,inventor (female),NA,f,a,cz,words,noun,word_2506,1,1,sociolex,f_noun_a
záchranář,NA,NA,záchranář,rescuer (male),NA,m,a,cz,words,noun,word_2548,1,1,sociolex,m_noun_a
záchranářka,NA,NA,záchranářka,rescuer (female),NA,f,a,cz,words,noun,word_2549,1,1,sociolex,f_noun_a
zahradnice,NA,NA,zahradnice,gardener (female),NA,f,a,cz,words,noun,word_2557,1,1,sociolex,f_noun_a
zahradník,NA,NA,zahradník,gardener (male),NA,m,a,cz,words,noun,word_2559,1,1,sociolex,m_noun_a
zástupce,NA,NA,zástupce,representative (male),NA,m,a,cz,words,noun,word_2585,1,1,sociolex,m_noun_a
zástupkyně,NA,NA,zástupkyně,representative (female),NA,f,a,cz,words,noun,word_2586,1,1,sociolex,f_noun_a
zdravotnice,NA,NA,zdravotnice,paramedic (female),NA,f,a,cz,words,noun,word_2602,1,1,sociolex,f_noun_a
zdravotník,NA,NA,zdravotník,paramedic (male),NA,m,a,cz,words,noun,word_2603,1,1,sociolex,m_noun_a
zednice,NA,NA,zednice,bricklayer (female),NA,f,a,cz,words,noun,word_2608,1,1,sociolex,f_noun_a
zedník,NA,NA,zedník,bricklayer (male),NA,m,a,cz,words,noun,word_2609,1,1,sociolex,m_noun_a
žid,NA,NA,žid,Jewish person (male),NA,m,a,cz,words,noun,word_2624,1,1,sociolex,m_noun_a
židovka,NA,NA,židovka,Jewish person (female),NA,f,a,cz,words,noun,word_2625,1,1,sociolex,f_noun_a
zlatokop,NA,NA,zlatokop,gold digger (male),NA,m,a,cz,words,noun,word_2650,1,1,sociolex,m_noun_a
zlatokopka,NA,NA,zlatokopka,gold digger (female),NA,f,a,cz,words,noun,word_2651,1,1,sociolex,f_noun_a
zpěvačka,NA,NA,zpěvačka,singer (female),NA,f,a,cz,words,noun,word_2675,1,1,sociolex,f_noun_a
zubařka,NA,NA,zubařka,dentist (female),NA,f,a,cz,words,noun,word_2690,1,1,sociolex,f_noun_a
Adam,NA,NA,Adam,Adam,NA,m,a,cz,words,noun,word_2,NA,1,sociolex,m_noun_a
Adéla,NA,NA,Adéla,Adéla,NA,f,a,cz,words,noun,word_3,NA,1,sociolex,f_noun_a
Adolf,NA,NA,Adolf,Adolf,NA,m,a,cz,words,noun,word_5,NA,1,sociolex,m_noun_a
anděl,NA,NA,anděl,angel,NA,m,a,cz,words,noun,word_31,NA,1,sociolex,m_noun_a
andulka,NA,NA,andulka,budgerigar,NA,f,a,cz,words,noun,word_32,NA,1,sociolex,f_noun_a
babička,NA,NA,babička,grandmother,NA,f,a,cz,words,noun,word_84,NA,1,sociolex,f_noun_a
batole,NA,NA,batole,toddler,NA,n,a,cz,words,noun,word_106,NA,1,sociolex,other
bohyně,NA,NA,bohyně,goddess,NA,f,a,cz,words,noun,word_149,NA,1,sociolex,f_noun_a
Božena,NA,NA,Božena,Božena,NA,f,a,cz,words,noun,word_160,NA,1,sociolex,f_noun_a
brácha,NA,NA,brácha,brother,NA,m,a,cz,words,noun,word_161,NA,1,sociolex,m_noun_a
bratr,NA,NA,bratr,brother,NA,m,a,cz,words,noun,word_170,NA,1,sociolex,m_noun_a
bůh,NA,NA,bůh,god,NA,m,a,cz,words,noun,word_195,NA,1,sociolex,m_noun_a
býložravec,NA,NA,býložravec,herbivore,NA,m,a,cz,words,noun,word_203,NA,2,sociolex,m_noun_a
červ,NA,NA,červ,worm,NA,m,a,cz,words,noun,word_231,NA,2,sociolex,m_noun_a
chobotnice,NA,NA,chobotnice,octopus,NA,f,a,cz,words,noun,word_264,NA,2,sociolex,f_noun_a
coura,NA,NA,coura,slut,NA,f,a,cz,words,noun,word_308,NA,1,sociolex,f_noun_a
čubka,NA,NA,čubka,bitch,NA,f,a,cz,words,noun,word_312,NA,1,sociolex,f_noun_a
čuně,NA,NA,čuně,pig,NA,n,a,cz,words,noun,word_316,NA,2,sociolex,other
čůrák,NA,NA,čůrák,dick (insult),NA,m,a,cz,words,noun,word_317,NA,1,sociolex,m_noun_a
David,NA,NA,David,David,NA,m,a,cz,words,noun,word_328,NA,1,sociolex,m_noun_a
dcera,NA,NA,dcera,daughter,NA,f,a,cz,words,noun,word_329,NA,1,sociolex,f_noun_a
děda,NA,NA,děda,grandfather,NA,m,a,cz,words,noun,word_337,NA,1,sociolex,m_noun_a
démon,NA,NA,démon,demon,NA,m,a,cz,words,noun,word_347,NA,1,sociolex,m_noun_a
dylina,NA,NA,dylina,cow (insult),NA,f,a,cz,words,noun,word_435,NA,1,sociolex,f_noun_a
Ema,NA,NA,Ema,Emma,NA,f,a,cz,words,noun,word_453,NA,1,sociolex,f_noun_a
Filip,NA,NA,Filip,Filip,NA,m,a,cz,words,noun,word_502,NA,1,sociolex,m_noun_a
František,NA,NA,František,František,NA,m,a,cz,words,noun,word_523,NA,1,sociolex,m_noun_a
gay,NA,NA,gay,gay (homosexual),NA,m,a,cz,words,noun,word_532,NA,1,sociolex,m_noun_a
guru,NA,NA,guru,guru,NA,m,a,cz,words,noun,word_543,NA,1,sociolex,m_noun_a
holka,NA,NA,holka,girl,NA,f,a,cz,words,noun,word_608,NA,1,sociolex,f_noun_a
homosexuál,NA,NA,homosexuál,homosexual person,NA,m,a,cz,words,noun,word_611,NA,1,sociolex,m_noun_a
imám,NA,NA,imám,Imam,NA,m,a,cz,words,noun,word_674,NA,1,sociolex,m_noun_a
Jaroslava,NA,NA,Jaroslava,Jaroslava,NA,f,a,cz,words,noun,word_709,NA,1,sociolex,f_noun_a
jednorožec,NA,NA,jednorožec,unicorn,NA,m,a,cz,words,noun,word_721,NA,2,sociolex,m_noun_a
jeptiška,NA,NA,jeptiška,nun,NA,f,a,cz,words,noun,word_732,NA,1,sociolex,f_noun_a
Josef,NA,NA,Josef,Josef,NA,m,a,cz,words,noun,word_750,NA,1,sociolex,m_noun_a
kapr,NA,NA,kapr,carp,NA,m,a,cz,words,noun,word_768,NA,2,sociolex,m_noun_a
Karolína,NA,NA,Karolína,Karolína,NA,f,a,cz,words,noun,word_773,NA,1,sociolex,f_noun_a
klíště,NA,NA,klíště,tick (bug),NA,n,a,cz,words,noun,word_792,NA,2,sociolex,other
kněžna,NA,NA,kněžna,princess,NA,f,a,cz,words,noun,word_801,NA,1,sociolex,f_noun_a
kníže,NA,NA,kníže,prince,NA,m,a,cz,words,noun,word_806,NA,1,sociolex,m_noun_a
kohout,NA,NA,kohout,cockerel,NA,m,a,cz,words,noun,word_810,NA,2,sociolex,m_noun_a
komár,NA,NA,komár,mosquito,NA,m,a,cz,words,noun,word_820,NA,2,sociolex,m_noun_a
kosatka,NA,NA,kosatka,killer whale,NA,f,a,cz,words,noun,word_844,NA,2,sociolex,f_noun_a
kozy,NA,NA,kozy,goats,NA,f,a,cz,words,noun,word_860,NA,2,sociolex,f_noun_a
křeček,NA,NA,křeček,hamster,NA,m,a,cz,words,noun,word_877,NA,2,sociolex,m_noun_a
krtek,NA,NA,krtek,mole (animal),NA,m,a,cz,words,noun,word_896,NA,2,sociolex,m_noun_a
kurva,NA,NA,kurva,whore,NA,f,a,cz,words,noun,word_917,NA,1,sociolex,f_noun_a
laň,NA,NA,laň,deer,NA,f,a,cz,words,noun,word_938,NA,2,sociolex,f_noun_a
Leopold,NA,NA,Leopold,Leopold,NA,m,a,cz,words,noun,word_956,NA,1,sociolex,m_noun_a
lesba,NA,NA,lesba,lesbian (person),NA,f,a,cz,words,noun,word_958,NA,1,sociolex,f_noun_a
lump,NA,NA,lump,scumbag,NA,m,a,cz,words,noun,word_1011,NA,1,sociolex,m_noun_a
lvice,NA,NA,lvice,lioness,NA,f,a,cz,words,noun,word_1013,NA,2,sociolex,f_noun_a
máma,NA,NA,máma,mum,NA,f,a,cz,words,noun,word_1035,NA,1,sociolex,f_noun_a
mamlas,NA,NA,mamlas,loser (insult),NA,m,a,cz,words,noun,word_1036,NA,1,sociolex,m_noun_a
manžel,NA,NA,manžel,husband,NA,m,a,cz,words,noun,word_1042,NA,1,sociolex,m_noun_a
manželka,NA,NA,manželka,wife,NA,f,a,cz,words,noun,word_1043,NA,1,sociolex,f_noun_a
Marta,NA,NA,Marta,Marta,NA,f,a,cz,words,noun,word_1047,NA,1,sociolex,f_noun_a
masožravec,NA,NA,masožravec,carnivore,NA,m,a,cz,words,noun,word_1057,NA,2,sociolex,m_noun_a
matka,NA,NA,matka,mother,NA,f,a,cz,words,noun,word_1064,NA,1,sociolex,f_noun_a
mazlíček,NA,NA,mazlíček,pet (animal),NA,m,a,cz,words,noun,word_1066,NA,2,sociolex,m_noun_a
medvědice,NA,NA,medvědice,bear,NA,f,a,cz,words,noun,word_1076,NA,2,sociolex,f_noun_a
Milada,NA,NA,Milada,Milada,NA,f,a,cz,words,noun,word_1100,NA,1,sociolex,f_noun_a
mnich,NA,NA,mnich,monk,NA,m,a,cz,words,noun,word_1125,NA,1,sociolex,m_noun_a
mniška,NA,NA,mniška,nun,NA,f,a,cz,words,noun,word_1126,NA,1,sociolex,f_noun_a
morče,NA,NA,morče,guinea pig,NA,n,a,cz,words,noun,word_1151,NA,2,sociolex,other
moula,NA,NA,moula,dork,NA,m,a,cz,words,noun,word_1159,NA,1,sociolex,m_noun_a
neteř,NA,NA,neteř,niece,NA,f,a,cz,words,noun,word_1266,NA,1,sociolex,f_noun_a
otec,NA,NA,otec,father (dad),NA,m,a,cz,words,noun,word_1399,NA,1,sociolex,m_noun_a
pitomec,NA,NA,pitomec,idiot,NA,m,a,cz,words,noun,word_1485,NA,1,sociolex,m_noun_a
pokladní,NA,NA,pokladní,cashier,NA,a,a,cz,words,noun,word_1540,NA,1,sociolex,other
pošťačka,NA,NA,pošťačka,postwoman,NA,f,a,cz,words,noun,word_1583,NA,1,sociolex,f_noun_a
princ,NA,NA,princ,prince,NA,m,a,cz,words,noun,word_1667,NA,1,sociolex,m_noun_a
princezna,NA,NA,princezna,princess,NA,f,a,cz,words,noun,word_1668,NA,1,sociolex,f_noun_a
přítel,NA,NA,přítel,boyfriend,NA,m,a,cz,words,noun,word_1679,NA,1,sociolex,m_noun_a
přítelkyně,NA,NA,přítelkyně,girlfriend,NA,f,a,cz,words,noun,word_1680,NA,1,sociolex,f_noun_a
průvodčí,NA,NA,průvodčí,transport conductor,NA,a,a,cz,words,noun,word_1719,NA,1,sociolex,other
pstruh,NA,NA,pstruh,trout,NA,m,a,cz,words,noun,word_1723,NA,2,sociolex,m_noun_a
puštík,NA,NA,puštík,tawny owl,NA,m,a,cz,words,noun,word_1742,NA,2,sociolex,m_noun_a
recepční,NA,NA,recepční,receptionist,NA,a,a,cz,words,noun,word_1763,NA,1,sociolex,other
